# <sim_time> <x> <y> <z> <qx> <qy> <qz> <qw>
0.755 4.99675 -9.80783e-06 -2.73816 -0.000187589 0.0192926 -1.80411e-05 0.999814
0.756 4.99672 -1.29814e-05 -2.74545 -0.000208722 0.0193328 -2.03669e-05 0.999813
0.757 4.99668 -1.66398e-05 -2.75275 -0.000231299 0.019374 -2.28744e-05 0.999812
0.758 4.99665 -2.08173e-05 -2.76005 -0.000255341 0.0194162 -2.55655e-05 0.999811
0.759 4.99661 -2.55482e-05 -2.76736 -0.000280869 0.0194594 -2.8442e-05 0.999811
0.76 4.99657 -3.08666e-05 -2.77468 -0.000307906 0.0195035 -3.15052e-05 0.99981
0.761 4.99652 -3.68101e-05 -2.78201 -0.000336474 0.0195488 -3.47556e-05 0.999809
0.762 4.99648 -4.34136e-05 -2.78934 -0.000366597 0.019595 -3.81939e-05 0.999808
0.763 4.99643 -5.06995e-05 -2.79668 -0.000398295 0.0196423 -4.18244e-05 0.999807
0.764 4.99637 -5.86908e-05 -2.80403 -0.000431589 0.0196907 -4.56507e-05 0.999806
0.765 4.99632 -6.74104e-05 -2.81139 -0.0004665 0.0197402 -4.96762e-05 0.999805
0.766 4.99626 -7.68815e-05 -2.81875 -0.000503048 0.0197907 -5.3904e-05 0.999804
0.767 4.9962 -8.71013e-05 -2.82611 -0.000541168 0.0198425 -5.83451e-05 0.999803
0.768 4.99613 -9.806e-05 -2.83349 -0.000580766 0.0198954 -6.30105e-05 0.999802
0.769 4.99606 -0.000109759 -2.84087 -0.000621796 0.0199497 -6.79058e-05 0.999801
0.77 4.99599 -0.000122203 -2.84825 -0.000664225 0.0200054 -7.30348e-05 0.9998
0.771 4.99591 -0.000135393 -2.85565 -0.000708022 0.0200624 -7.83998e-05 0.999798
0.772 4.99583 -0.000149341 -2.86304 -0.000753173 0.0201209 -8.40009e-05 0.999797
0.773 4.99575 -0.000164054 -2.87045 -0.000799661 0.0201808 -8.9837e-05 0.999796
0.774 4.99566 -0.00017954 -2.87786 -0.000847474 0.0202423 -9.59064e-05 0.999795
0.775 4.99557 -0.000195811 -2.88527 -0.000896606 0.0203054 -0.000102206 0.999793
0.776 4.99547 -0.000212876 -2.89269 -0.000947055 0.02037 -0.000108732 0.999792
0.777 4.99537 -0.000230741 -2.90012 -0.000998821 0.0204363 -0.00011548 0.999791
0.778 4.99526 -0.000249417 -2.90755 -0.0010519 0.0205042 -0.000122445 0.999789
0.779 4.99516 -0.000268909 -2.91499 -0.00110629 0.0205739 -0.000129622 0.999788
0.78 4.99504 -0.000289229 -2.92243 -0.001162 0.0206452 -0.000137003 0.999786
0.781 4.99492 -0.000310385 -2.92987 -0.00121904 0.0207184 -0.000144581 0.999785
0.782 4.9948 -0.000332384 -2.93732 -0.00127714 0.0207938 -0.000152337 0.999783
0.783 4.99467 -0.000355233 -2.94478 -0.00133633 0.0208715 -0.000160254 0.999781
0.784 4.99454 -0.000378936 -2.95223 -0.00139665 0.0209516 -0.000168318 0.99978
0.785 4.9944 -0.000403493 -2.95969 -0.00145818 0.0210342 -0.000176513 0.999778
0.786 4.99425 -0.00042925 -2.96715 -0.00152366 0.0211209 -0.000184702 0.999776
0.787 4.9941 -0.000456185 -2.9746 -0.00159302 0.0212118 -0.000192872 0.999774
0.788 4.99394 -0.000484275 -2.98206 -0.00166622 0.0213068 -0.000201008 0.999772
0.789 4.99378 -0.000513497 -2.98951 -0.00174321 0.021406 -0.000209096 0.999769
0.79 4.99362 -0.000543825 -2.99696 -0.00182392 0.0215092 -0.000217125 0.999767
0.791 4.99344 -0.000575229 -3.0044 -0.00190832 0.0216165 -0.000225084 0.999764
0.792 4.99327 -0.000607664 -3.01185 -0.00199634 0.0217279 -0.000232964 0.999762
0.793 4.99308 -0.00064111 -3.01929 -0.00208795 0.0218434 -0.000240754 0.999759
0.794 4.99289 -0.000675548 -3.02673 -0.00218307 0.0219629 -0.000248439 0.999756
0.795 4.9927 -0.000710963 -3.03417 -0.00228169 0.0220865 -0.000256007 0.999753
0.796 4.9925 -0.000747339 -3.04161 -0.00238373 0.0222141 -0.000263445 0.99975
0.797 4.9923 -0.000784661 -3.04905 -0.00248917 0.0223456 -0.000270739 0.999747
0.798 4.99209 -0.000822914 -3.05648 -0.00259795 0.0224812 -0.000277876 0.999744
0.799 4.99188 -0.000862081 -3.06391 -0.00271003 0.0226207 -0.000284845 0.99974
0.8 4.99166 -0.000902129 -3.07134 -0.00282536 0.0227642 -0.000291636 0.999737
0.801 4.99144 -0.000943031 -3.07877 -0.00294388 0.0229116 -0.000298239 0.999733
0.802 4.99121 -0.000984755 -3.0862 -0.00306557 0.023063 -0.00030463 0.999729
0.803 4.99098 -0.00102728 -3.09363 -0.00319036 0.0232182 -0.000310787 0.999725
0.804 4.99075 -0.00107058 -3.10105 -0.00331823 0.0233774 -0.000316697 0.999721
0.805 4.99051 -0.00111464 -3.10847 -0.00344911 0.0235404 -0.000322346 0.999717
0.806 4.99027 -0.00115945 -3.1159 -0.00358298 0.0237072 -0.000327724 0.999712
0.807 4.99002 -0.00120498 -3.12332 -0.00371978 0.0238779 -0.000332823 0.999708
0.808 4.98978 -0.00125124 -3.13073 -0.00385946 0.0240525 -0.000337637 0.999703
0.809 4.98952 -0.00129821 -3.13815 -0.00400198 0.0242308 -0.000342162 0.999698
0.81 4.98927 -0.0013459 -3.14557 -0.0041473 0.0244129 -0.000346404 0.999693
0.811 4.98901 -0.00139431 -3.15298 -0.00429536 0.0245989 -0.000350363 0.999688
0.812 4.98875 -0.00144347 -3.16039 -0.00444613 0.0247886 -0.000354045 0.999683
0.813 4.98849 -0.00149336 -3.1678 -0.00459955 0.024982 -0.000357447 0.999677
0.814 4.98822 -0.001544 -3.17521 -0.00475558 0.0251792 -0.000360572 0.999672
0.815 4.98795 -0.0015954 -3.18262 -0.00491418 0.0253802 -0.000363416 0.999666
0.816 4.98768 -0.00164766 -3.19003 -0.00507515 0.025585 -0.000365916 0.99966
0.817 4.98741 -0.00170078 -3.19743 -0.00523845 0.0257937 -0.000368075 0.999653
0.818 4.98713 -0.00175477 -3.20484 -0.00540401 0.0260062 -0.000369897 0.999647
0.819 4.98685 -0.00180962 -3.21224 -0.00557178 0.0262226 -0.000371384 0.999641
0.82 4.98657 -0.00186533 -3.21964 -0.0057417 0.0264428 -0.000372538 0.999634
0.821 4.98628 -0.0019219 -3.22703 -0.0059137 0.0266669 -0.000373361 0.999627
0.822 4.98599 -0.00197934 -3.23443 -0.00608773 0.0268949 -0.000373862 0.99962
0.823 4.9857 -0.00203764 -3.24182 -0.0062637 0.0271267 -0.000374041 0.999612
0.824 4.98541 -0.00209679 -3.24921 -0.00644151 0.0273625 -0.000373907 0.999605
0.825 4.98511 -0.00215642 -3.2566 -0.00661868 0.0276036 -0.000373607 0.999597
0.826 4.98482 -0.00221658 -3.26398 -0.00679521 0.02785 -0.000373134 0.999589
0.827 4.98451 -0.0022773 -3.27135 -0.00697112 0.0281018 -0.00037248 0.999581
0.828 4.98421 -0.00233863 -3.27872 -0.00714642 0.0283588 -0.000371642 0.999572
0.829 4.98391 -0.00240062 -3.28608 -0.0073211 0.0286211 -0.000370615 0.999563
0.83 4.9836 -0.0024633 -3.29343 -0.00749518 0.0288885 -0.000369391 0.999554
0.831 4.98329 -0.00252671 -3.30078 -0.00766867 0.029161 -0.000367965 0.999545
0.832 4.98298 -0.00259092 -3.30813 -0.00784172 0.0294387 -0.00036632 0.999536
0.833 4.98266 -0.00265599 -3.31546 -0.00801441 0.0297215 -0.000364446 0.999526
0.834 4.98234 -0.00272197 -3.32279 -0.00818675 0.0300095 -0.000362328 0.999516
0.835 4.98202 -0.00278895 -3.33012 -0.00835875 0.0303026 -0.000359951 0.999506
0.836 4.9817 -0.00285702 -3.33744 -0.00853043 0.0306007 -0.0003573 0.999495
0.837 4.98138 -0.0029262 -3.34476 -0.00870178 0.0309038 -0.00035437 0.999484
0.838 4.98105 -0.00299654 -3.35207 -0.00887282 0.0312119 -0.000351158 0.999473
0.839 4.98072 -0.00306805 -3.35937 -0.00904354 0.0315249 -0.000347662 0.999462
0.84 4.98039 -0.00314076 -3.36667 -0.00921395 0.0318429 -0.000343882 0.99945
0.841 4.98006 -0.00321469 -3.37396 -0.00938405 0.0321657 -0.000339818 0.999438
0.842 4.97972 -0.00328985 -3.38125 -0.00955385 0.0324933 -0.00033547 0.999426
0.843 4.97939 -0.00336627 -3.38854 -0.00972335 0.0328256 -0.00033084 0.999414
0.844 4.97905 -0.00344397 -3.39582 -0.00989256 0.0331628 -0.000325927 0.999401
0.845 4.9787 -0.00352295 -3.40309 -0.0100615 0.0335047 -0.000320731 0.999388
0.846 4.97836 -0.00360323 -3.41036 -0.0102301 0.0338512 -0.000315252 0.999374
0.847 4.97801 -0.00368482 -3.41763 -0.0103984 0.0342024 -0.00030949 0.999361
0.848 4.97766 -0.00376773 -3.42489 -0.0105664 0.0345582 -0.000303445 0.999347
0.849 4.9773 -0.00385198 -3.43215 -0.0107342 0.0349186 -0.000297119 0.999332
0.85 4.97695 -0.0039379 -3.4394 -0.0109021 0.0352839 -0.000290424 0.999318
0.851 4.97659 -0.00402552 -3.44665 -0.0110705 0.0356542 -0.000283351 0.999303
0.852 4.97622 -0.00411497 -3.45389 -0.0112409 0.0360303 -0.000275832 0.999287
0.853 4.97586 -0.0042062 -3.46111 -0.0114133 0.0364121 -0.000267882 0.999272
0.854 4.97549 -0.00429915 -3.46834 -0.0115875 0.0367996 -0.000259513 0.999255
0.855 4.97511 -0.00439377 -3.47555 -0.0117635 0.0371927 -0.000250737 0.999239
0.856 4.97474 -0.00449001 -3.48275 -0.0119412 0.0375912 -0.000241569 0.999222
0.857 4.97436 -0.0045878 -3.48995 -0.0121207 0.0379953 -0.00023202 0.999204
0.858 4.97398 -0.00468704 -3.49714 -0.0123018 0.0384048 -0.000222114 0.999187
0.859 4.97359 -0.00478769 -3.50433 -0.0124846 0.0388195 -0.000211861 0.999168
0.86 4.9732 -0.0048897 -3.5115 -0.0126689 0.0392396 -0.00020127 0.999149
0.861 4.97281 -0.00499303 -3.51867 -0.0128548 0.0396649 -0.000190348 0.99913
0.862 4.97242 -0.00509764 -3.52584 -0.0130422 0.0400954 -0.000179105 0.999111
0.863 4.97202 -0.0052035 -3.53299 -0.013231 0.0405309 -0.000167545 0.999091
0.864 4.97162 -0.00531062 -3.54014 -0.0134212 0.0409716 -0.000155664 0.99907
0.865 4.97121 -0.00541899 -3.54729 -0.0136128 0.0414172 -0.00014346 0.999049
0.866 4.97081 -0.00552862 -3.55442 -0.0138058 0.0418678 -0.000130935 0.999028
0.867 4.97039 -0.00563949 -3.56155 -0.0140001 0.0423232 -0.000118088 0.999006
0.868 4.96998 -0.0057516 -3.56868 -0.0141956 0.0427836 -0.000104919 0.998984
0.869 4.96956 -0.00586494 -3.5758 -0.0143924 0.0432487 -9.14254e-05 0.998961
0.87 4.96914 -0.0059795 -3.58292 -0.0145905 0.0437186 -7.76075e-05 0.998937
0.871 4.96872 -0.00609529 -3.59003 -0.0147897 0.0441932 -6.34638e-05 0.998914
0.872 4.96829 -0.00621231 -3.59713 -0.0149901 0.0446725 -4.89903e-05 0.998889
0.873 4.96786 -0.00633059 -3.60423 -0.0151915 0.0451563 -3.41783e-05 0.998864
0.874 4.96743 -0.00645011 -3.61132 -0.0153941 0.0456448 -1.90284e-05 0.998839
0.875 4.96699 -0.00657088 -3.61841 -0.0155976 0.0461379 -3.54219e-06 0.998813
0.876 4.96655 -0.00669287 -3.6255 -0.0158021 0.0466356 1.22787e-05 0.998787
0.877 4.9661 -0.00681608 -3.63258 -0.0160074 0.0471378 2.84354e-05 0.99876
0.878 4.96565 -0.0069405 -3.63965 -0.0162134 0.0476445 4.4931e-05 0.998733
0.879 4.9652 -0.00706612 -3.64672 -0.0164203 0.0481557 6.1769e-05 0.998705
0.88 4.96474 -0.00719295 -3.65379 -0.016628 0.0486713 7.89524e-05 0.998676
0.881 4.96428 -0.00732097 -3.66085 -0.0168363 0.0491914 9.64844e-05 0.998647
0.882 4.96382 -0.00745019 -3.6679 -0.0170454 0.0497157 0.000114368 0.998618
0.883 4.96335 -0.00758059 -3.67495 -0.0172552 0.0502444 0.000132605 0.998588
0.884 4.96288 -0.00771229 -3.682 -0.0174655 0.0507775 0.000151259 0.998557
0.885 4.96241 -0.00784529 -3.68904 -0.0176764 0.0513147 0.000170328 0.998526
0.886 4.96193 -0.00797956 -3.69608 -0.0178878 0.0518563 0.000189812 0.998494
0.887 4.96144 -0.00811509 -3.70312 -0.0180997 0.052402 0.000209709 0.998462
0.888 4.96095 -0.00825186 -3.71015 -0.018312 0.0529519 0.00023002 0.998429
0.889 4.96046 -0.00838984 -3.71718 -0.0185249 0.0535059 0.000250742 0.998396
0.89 4.95996 -0.00852901 -3.7242 -0.018738 0.0540641 0.000271866 0.998362
0.891 4.95946 -0.00866934 -3.73122 -0.0189515 0.0546264 0.000293384 0.998327
0.892 4.95896 -0.00881077 -3.73823 -0.0191651 0.0551929 0.000315282 0.998292
0.893 4.95845 -0.00895329 -3.74525 -0.0193788 0.0557636 0.00033755 0.998256
0.894 4.95793 -0.00909684 -3.75225 -0.0195924 0.0563385 0.000360179 0.998219
0.895 4.95741 -0.00924112 -3.75925 -0.0198046 0.0569183 0.00038307 0.998182
0.896 4.95689 -0.00938611 -3.76625 -0.0200153 0.057503 0.000406218 0.998145
0.897 4.95636 -0.00953179 -3.77323 -0.0202245 0.0580925 0.000429618 0.998106
0.898 4.95583 -0.00967815 -3.78021 -0.0204322 0.0586869 0.000453266 0.998067
0.899 4.95529 -0.00982517 -3.78719 -0.0206386 0.059286 0.000477158 0.998028
0.9 4.95475 -0.00997283 -3.79416 -0.0208436 0.0598897 0.000501289 0.997987
0.901 4.9542 -0.0101211 -3.80112 -0.0210471 0.0604981 0.000525656 0.997946
0.902 4.95365 -0.01027 -3.80808 -0.0212494 0.061111 0.000550256 0.997905
0.903 4.95309 -0.0104196 -3.81503 -0.0214502 0.0617285 0.000575084 0.997862
0.904 4.95253 -0.0105697 -3.82197 -0.0216498 0.0623504 0.000600138 0.997819
0.905 4.95197 -0.0107203 -3.82892 -0.0218481 0.0629767 0.000625414 0.997776
0.906 4.9514 -0.0108716 -3.83585 -0.022045 0.0636075 0.00065091 0.997731
0.907 4.95082 -0.0110234 -3.84278 -0.0222407 0.0642425 0.000676622 0.997686
0.908 4.95024 -0.0111758 -3.84971 -0.0224352 0.0648818 0.00070255 0.99764
0.909 4.94966 -0.0113287 -3.85663 -0.0226284 0.0655254 0.00072869 0.997594
0.91 4.94907 -0.0114821 -3.86355 -0.0228205 0.0661731 0.00075504 0.997547
0.911 4.94848 -0.0116361 -3.87046 -0.0230113 0.066825 0.000781597 0.997499
0.912 4.94788 -0.0117905 -3.87737 -0.0232009 0.067481 0.000808359 0.99745
0.913 4.94728 -0.0119455 -3.88427 -0.0233894 0.0681411 0.000835326 0.997401
0.914 4.94667 -0.012101 -3.89117 -0.0235767 0.0688052 0.000862494 0.997351
0.915 4.94606 -0.0122569 -3.89807 -0.0237629 0.0694733 0.000889863 0.9973
0.916 4.94544 -0.0124134 -3.90496 -0.023948 0.0701453 0.000917433 0.997249
0.917 4.94482 -0.0125703 -3.91185 -0.0241319 0.0708212 0.0009452 0.997197
0.918 4.94419 -0.0127276 -3.91874 -0.0243148 0.071501 0.00097315 0.997144
0.919 4.94356 -0.0128854 -3.92562 -0.0244966 0.0721847 0.00100128 0.99709
0.92 4.94292 -0.0130436 -3.93249 -0.0246773 0.0728721 0.00102959 0.997035
0.921 4.94228 -0.0132022 -3.93937 -0.024857 0.0735633 0.00105808 0.99698
0.922 4.94164 -0.0133613 -3.94624 -0.0250357 0.0742582 0.00108675 0.996924
0.923 4.94099 -0.0135207 -3.95311 -0.0252133 0.0749568 0.0011156 0.996867
0.924 4.94033 -0.0136806 -3.95997 -0.0253899 0.0756591 0.00114462 0.99681
0.925 4.93967 -0.0138409 -3.96684 -0.0255655 0.076365 0.00117382 0.996751
0.926 4.939 -0.0140015 -3.9737 -0.0257401 0.0770746 0.00120319 0.996692
0.927 4.93833 -0.0141626 -3.98055 -0.0259137 0.0777876 0.00123273 0.996632
0.928 4.93765 -0.014324 -3.98741 -0.0260864 0.0785043 0.00126244 0.996572
0.929 4.93697 -0.0144859 -3.99426 -0.0262581 0.0792244 0.00129233 0.99651
0.93 4.93629 -0.0146481 -4.00111 -0.0264289 0.079948 0.00132239 0.996448
0.931 4.9356 -0.0148107 -4.00795 -0.0265988 0.080675 0.00135262 0.996385
0.932 4.9349 -0.0149736 -4.0148 -0.0267677 0.0814055 0.00138302 0.996321
0.933 4.9342 -0.015137 -4.02164 -0.0269358 0.0821393 0.00141358 0.996256
0.934 4.93349 -0.0153007 -4.02848 -0.0271029 0.0828765 0.00144431 0.99619
0.935 4.93278 -0.0154648 -4.03532 -0.0272692 0.0836171 0.00147521 0.996124
0.936 4.93206 -0.0156292 -4.04215 -0.0274346 0.084361 0.00150627 0.996056
0.937 4.93134 -0.015794 -4.04898 -0.0275991 0.0851081 0.00153749 0.995988
0.938 4.93061 -0.0159591 -4.05582 -0.0277628 0.0858585 0.00156888 0.995919
0.939 4.92988 -0.0161246 -4.06265 -0.0279256 0.0866121 0.00160042 0.995849
0.94 4.92914 -0.0162904 -4.06947 -0.0280876 0.087369 0.00163213 0.995779
0.941 4.9284 -0.0164566 -4.0763 -0.0282488 0.088129 0.001664 0.995707
0.942 4.92765 -0.0166231 -4.08312 -0.0284092 0.0888922 0.00169604 0.995635
0.943 4.92689 -0.01679 -4.08994 -0.0285687 0.0896585 0.00172823 0.995561
0.944 4.92613 -0.0169572 -4.09677 -0.0287275 0.090428 0.00176058 0.995487
0.945 4.92537 -0.0171247 -4.10358 -0.0288855 0.0912005 0.00179309 0.995412
0.946 4.9246 -0.0172925 -4.1104 -0.0290427 0.0919761 0.00182577 0.995336
0.947 4.92382 -0.0174607 -4.11722 -0.0291991 0.0927547 0.0018586 0.995259
0.948 4.92304 -0.0176292 -4.12403 -0.0293548 0.0935364 0.0018916 0.995181
0.949 4.92225 -0.017798 -4.13085 -0.0295098 0.094321 0.00192475 0.995103
0.95 4.92146 -0.017967 -4.13766 -0.029664 0.0951086 0.00195807 0.995023
0.951 4.92066 -0.0181364 -4.14447 -0.0298174 0.0958992 0.00199155 0.994942
0.952 4.91985 -0.0183061 -4.15128 -0.0299702 0.0966927 0.00202517 0.994861
0.953 4.91905 -0.018476 -4.15809 -0.0301222 0.0974892 0.00205893 0.994779
0.954 4.91823 -0.0186462 -4.1649 -0.0302735 0.0982885 0.00209284 0.994695
0.955 4.91741 -0.0188166 -4.1717 -0.0304241 0.0990907 0.0021269 0.994611
0.956 4.91658 -0.0189873 -4.17851 -0.030574 0.0998958 0.0021611 0.994526
0.957 4.91575 -0.0191583 -4.18531 -0.0307232 0.100704 0.00219544 0.99444
0.958 4.91491 -0.0193295 -4.19212 -0.0308717 0.101514 0.00222994 0.994352
0.959 4.91407 -0.0195009 -4.19892 -0.0310196 0.102328 0.00226458 0.994264
0.96 4.91322 -0.0196726 -4.20572 -0.0311668 0.103144 0.00229937 0.994175
0.961 4.91236 -0.0198445 -4.21252 -0.0313133 0.103963 0.00233431 0.994085
0.962 4.9115 -0.0200167 -4.21932 -0.0314592 0.104785 0.0023694 0.993994
0.963 4.91064 -0.0201891 -4.22612 -0.0316044 0.105609 0.00240464 0.993902
0.964 4.90976 -0.0203617 -4.23292 -0.031749 0.106437 0.00244003 0.993809
0.965 4.90889 -0.0205345 -4.23972 -0.0318929 0.107267 0.00247557 0.993716
0.966 4.908 -0.0207076 -4.24652 -0.0320363 0.108099 0.00251126 0.993621
0.967 4.90711 -0.0208809 -4.25332 -0.032179 0.108934 0.0025471 0.993525
0.968 4.90622 -0.0210545 -4.26011 -0.0323211 0.109772 0.0025831 0.993428
0.969 4.90532 -0.0212282 -4.26691 -0.0324626 0.110613 0.00261924 0.99333
0.97 4.90441 -0.0214022 -4.2737 -0.0326035 0.111456 0.00265555 0.993231
0.971 4.90349 -0.0215764 -4.2805 -0.0327438 0.112302 0.002692 0.993131
0.972 4.90257 -0.0217508 -4.28729 -0.0328835 0.11315 0.00272861 0.99303
0.973 4.90165 -0.0219254 -4.29409 -0.0330226 0.114001 0.00276538 0.992928
0.974 4.90072 -0.0221002 -4.30088 -0.0331612 0.114854 0.0028023 0.992825
0.975 4.89978 -0.0222752 -4.30768 -0.0332992 0.11571 0.00283938 0.992721
0.976 4.89884 -0.0224504 -4.31447 -0.0334366 0.116568 0.00287661 0.992616
0.977 4.89789 -0.0226258 -4.32126 -0.0335735 0.117429 0.002914 0.992509
0.978 4.89693 -0.0228014 -4.32806 -0.0337098 0.118293 0.00295155 0.992402
0.979 4.89597 -0.0229772 -4.33485 -0.0338456 0.119159 0.00298926 0.992294
0.98 4.895 -0.0231532 -4.34164 -0.0339809 0.120027 0.00302713 0.992184
0.981 4.89403 -0.0233294 -4.34843 -0.0341156 0.120898 0.00306516 0.992074
0.982 4.89305 -0.0235058 -4.35522 -0.0342498 0.121771 0.00310335 0.991962
0.983 4.89207 -0.0236823 -4.36202 -0.0343834 0.122646 0.0031417 0.99185
0.984 4.89107 -0.023859 -4.36881 -0.0345166 0.123524 0.00318021 0.991736
0.985 4.89008 -0.0240359 -4.3756 -0.0346492 0.124405 0.00321889 0.991621
0.986 4.88907 -0.024213 -4.38239 -0.0347813 0.125288 0.00325772 0.991505
0.987 4.88806 -0.0243902 -4.38918 -0.034913 0.126173 0.00329671 0.991388
0.988 4.88705 -0.0245676 -4.39597 -0.0350441 0.12706 0.00333586 0.99127
0.989 4.88602 -0.0247452 -4.40277 -0.0351747 0.12795 0.00337516 0.991151
0.99 4.88499 -0.0249229 -4.40956 -0.0353048 0.128842 0.00341463 0.991031
0.991 4.88396 -0.0251007 -4.41635 -0.0354345 0.129737 0.00345426 0.990909
0.992 4.88292 -0.0252787 -4.42314 -0.0355637 0.130633 0.00349405 0.990787
0.993 4.88187 -0.0254568 -4.42993 -0.0356924 0.131532 0.00353401 0.990663
0.994 4.88081 -0.0256351 -4.43672 -0.0358206 0.132434 0.00357413 0.990538
0.995 4.87975 -0.0258136 -4.44351 -0.0359484 0.133337 0.00361441 0.990412
0.996 4.87869 -0.0259921 -4.4503 -0.0360757 0.134243 0.00365485 0.990285
0.997 4.87761 -0.0261708 -4.4571 -0.0362025 0.135151 0.00369546 0.990156
0.998 4.87653 -0.0263497 -4.46389 -0.0363289 0.136062 0.00373623 0.990027
0.999 4.87545 -0.0265287 -4.47068 -0.0364549 0.136974 0.00377717 0.989896
1 4.87435 -0.0267078 -4.47747 -0.0365804 0.137889 0.00381827 0.989765
1.001 4.87325 -0.0268871 -4.48426 -0.0367054 0.138806 0.00385953 0.989632
1.002 4.87215 -0.0270665 -4.49105 -0.0368301 0.139725 0.00390096 0.989498
1.003 4.87104 -0.027246 -4.49785 -0.0369543 0.140646 0.00394255 0.989362
1.004 4.86992 -0.0274257 -4.50464 -0.0370781 0.141569 0.00398431 0.989226
1.005 4.86879 -0.0276055 -4.51143 -0.0372014 0.142495 0.00402622 0.989088
1.006 4.86766 -0.0277854 -4.51822 -0.0373244 0.143423 0.00406831 0.988949
1.007 4.86652 -0.0279655 -4.52502 -0.0374469 0.144353 0.00411055 0.988809
1.008 4.86538 -0.0281457 -4.53181 -0.037569 0.145284 0.00415296 0.988668
1.009 4.86423 -0.028326 -4.5386 -0.0376908 0.146218 0.00419553 0.988525
1.01 4.86307 -0.0285064 -4.54539 -0.0378121 0.147155 0.00423827 0.988381
1.011 4.86191 -0.028687 -4.55219 -0.037933 0.148093 0.00428117 0.988236
1.012 4.86074 -0.0288678 -4.55898 -0.0380536 0.149033 0.00432423 0.98809
1.013 4.85956 -0.0290486 -4.56577 -0.0381737 0.149975 0.00436745 0.987943
1.014 4.85838 -0.0292296 -4.57257 -0.0382935 0.15092 0.00441084 0.987794
1.015 4.85719 -0.0294107 -4.57936 -0.0384128 0.151866 0.00445439 0.987644
1.016 4.85599 -0.0295919 -4.58616 -0.0385319 0.152815 0.00449811 0.987493
1.017 4.85478 -0.0297733 -4.59295 -0.0386505 0.153765 0.00454198 0.987341
1.018 4.85357 -0.0299548 -4.59975 -0.0387687 0.154718 0.00458602 0.987187
1.019 4.85236 -0.0301364 -4.60654 -0.0388866 0.155672 0.00463022 0.987032
1.02 4.85113 -0.0303181 -4.61334 -0.0390042 0.156629 0.00467458 0.986876
1.021 4.8499 -0.0305 -4.62013 -0.0391213 0.157587 0.0047191 0.986719
1.022 4.84867 -0.030682 -4.62693 -0.0392382 0.158548 0.00476378 0.98656
1.023 4.84742 -0.0308641 -4.63372 -0.0393546 0.15951 0.00480861 0.9864
1.024 4.84617 -0.0310463 -4.64052 -0.0394707 0.160474 0.0048536 0.986239
1.025 4.84492 -0.0312286 -4.64732 -0.0395865 0.161441 0.00489875 0.986076
1.026 4.84365 -0.0314111 -4.65411 -0.0397019 0.162409 0.00494406 0.985912
1.027 4.84238 -0.0315936 -4.66091 -0.039817 0.163379 0.00498953 0.985747
1.028 4.84111 -0.0317763 -4.66771 -0.0399317 0.164351 0.00503515 0.98558
1.029 4.83982 -0.0319591 -4.67451 -0.0400461 0.165325 0.00508093 0.985413
1.03 4.83853 -0.0321421 -4.6813 -0.0401602 0.166301 0.00512687 0.985244
1.031 4.83723 -0.0323251 -4.6881 -0.0402739 0.167279 0.00517297 0.985073
1.032 4.83593 -0.0325083 -4.6949 -0.0403873 0.168259 0.00521922 0.984901
1.033 4.83462 -0.0326916 -4.7017 -0.0405004 0.16924 0.00526564 0.984728
1.034 4.8333 -0.0328751 -4.7085 -0.0406132 0.170223 0.00531221 0.984554
1.035 4.83197 -0.0330586 -4.71529 -0.0407257 0.171209 0.00535893 0.984378
1.036 4.83064 -0.0332423 -4.72209 -0.0408378 0.172196 0.00540582 0.984201
1.037 4.8293 -0.0334261 -4.72889 -0.0409497 0.173185 0.00545286 0.984023
1.038 4.82796 -0.03361 -4.73569 -0.0410612 0.174175 0.00550006 0.983843
1.039 4.82661 -0.0337941 -4.74249 -0.0411724 0.175168 0.00554741 0.983662
1.04 4.82525 -0.0339783 -4.74929 -0.0412833 0.176162 0.00559492 0.983479
1.041 4.82388 -0.0341626 -4.75609 -0.041394 0.177159 0.00564259 0.983295
1.042 4.82251 -0.0343471 -4.76289 -0.0415043 0.178157 0.00569042 0.98311
1.043 4.82113 -0.0345316 -4.76969 -0.0416143 0.179156 0.0057384 0.982923
1.044 4.81974 -0.0347164 -4.77649 -0.0417241 0.180158 0.00578654 0.982735
1.045 4.81835 -0.0349012 -4.78329 -0.0418336 0.181161 0.00583484 0.982546
1.046 4.81695 -0.0350862 -4.79009 -0.0419427 0.182166 0.00588329 0.982355
1.047 4.81554 -0.0352713 -4.79689 -0.0420516 0.183173 0.00593189 0.982163
1.048 4.81412 -0.0354566 -4.80369 -0.0421603 0.184182 0.00598066 0.981969
1.049 4.8127 -0.035642 -4.81049 -0.0422686 0.185192 0.00602958 0.981774
1.05 4.81127 -0.0358275 -4.81729 -0.0423767 0.186204 0.00607865 0.981578
1.051 4.80984 -0.0360132 -4.82409 -0.0424845 0.187218 0.00612788 0.98138
1.052 4.80839 -0.036199 -4.8309 -0.042592 0.188234 0.00617727 0.981181
1.053 4.80694 -0.0363849 -4.8377 -0.0426993 0.189251 0.00622681 0.98098
1.054 4.80549 -0.036571 -4.8445 -0.0428063 0.19027 0.00627651 0.980778
1.055 4.80402 -0.0367573 -4.8513 -0.042913 0.19129 0.00632637 0.980575
1.056 4.80255 -0.0369437 -4.8581 -0.0430195 0.192313 0.00637639 0.98037
