# <sim_time> <Fx> <Fy> <Fz>
2.60867e-321 -43.0947 -0.000288631 2600.27
0.002 -42.7692 -0.000306685 2600.16
0.003 -42.4468 -0.000146211 2600.05
0.004 -42.1275 -0.0012805 2599.92
0.005 -41.8112 0.0018768 2599.79
0.006 -41.4948 -0.00336357 2599.66
0.007 -41.1803 0.00340389 2599.51
0.008 -40.8677 -0.00484531 2599.36
0.009 -40.5569 0.00476632 2599.21
0.01 -40.248 -0.00629113 2599.04
0.011 -39.9409 0.00616273 2598.87
0.012 -39.6357 -0.00776628 2598.69
0.013 -39.3322 0.00758893 2598.51
0.014 -39.0306 -0.00927262 2598.32
0.015 -38.7308 0.00904578 2598.12
0.016 -38.4328 -0.0108109 2597.92
0.017 -38.1366 0.0105339 2597.7
0.018 -37.8423 -0.0123817 2597.48
0.019 -37.5498 0.0120538 2597.26
0.02 -37.2591 -0.0139856 2597.03
0.021 -36.9703 0.0136059 2596.79
0.022 -36.6833 -0.0156231 2596.54
0.023 -36.3982 0.0151907 2596.29
0.024 -36.1149 -0.0172947 2596.03
0.025 -35.8336 0.0168085 2595.76
0.026 -35.5542 -0.0190007 2595.49
0.027 -35.2767 0.0184597 2595.21
0.028 -35.0011 -0.0207418 2594.92
0.029 -34.7275 0.0201447 2594.63
0.03 -34.4559 -0.0225184 2594.33
0.031 -34.1863 0.021864 2594.02
0.032 -33.9188 -0.0243309 2593.71
0.033 -33.6533 0.0236179 2593.39
0.034 -0.583871 1.20964e-07 3433.43
0.035 -0.583871 1.20964e-07 3433.43
0.036 -0.58387 1.20968e-07 3433.43
0.037 -0.58387 1.20972e-07 3433.43
0.038 -0.58387 1.20976e-07 3433.43
0.039 -0.58387 1.20981e-07 3433.43
0.04 -0.58387 1.20985e-07 3433.43
0.041 -0.58387 1.20989e-07 3433.43
0.042 -0.58387 1.20994e-07 3433.43
0.043 -0.58387 1.20998e-07 3433.43
0.044 -0.58387 1.21002e-07 3433.43
0.045 -0.58387 1.21006e-07 3433.43
0.046 -0.58387 1.21011e-07 3433.43
0.047 -0.58387 1.21015e-07 3433.43
0.048 -0.58387 1.21019e-07 3433.43
0.049 -0.58387 1.21024e-07 3433.43
0.05 -0.58387 1.21028e-07 3433.43
0.051 -0.58387 1.21032e-07 3433.43
0.052 -0.58387 1.21037e-07 3433.43
0.053 -0.58387 1.21041e-07 3433.43
0.054 -0.58387 1.21045e-07 3433.43
0.055 -0.58387 1.21049e-07 3433.43
0.056 -0.58387 1.21054e-07 3433.43
0.057 -0.58387 1.21058e-07 3433.43
0.058 -0.58387 1.21062e-07 3433.43
0.059 -0.58387 1.21067e-07 3433.43
0.06 -0.58387 1.21071e-07 3433.43
0.061 -0.58387 1.21075e-07 3433.43
0.062 -0.58387 1.2108e-07 3433.43
0.063 -0.58387 1.21084e-07 3433.43
0.064 -0.58387 1.21088e-07 3433.43
0.065 -0.58387 1.21092e-07 3433.43
0.066 -0.58387 1.21097e-07 3433.43
0.067 -0.58387 1.21101e-07 3433.43
0.068 -0.58387 1.21105e-07 3433.43
0.069 -0.58387 1.2111e-07 3433.43
0.07 -0.58387 1.21114e-07 3433.43
0.071 -0.58387 1.21118e-07 3433.43
0.072 -0.58387 1.21122e-07 3433.43
0.073 -0.58387 1.21127e-07 3433.43
0.074 -0.58387 1.21131e-07 3433.43
0.075 -0.58387 1.21135e-07 3433.43
0.076 -0.58387 1.2114e-07 3433.43
0.077 -0.58387 1.21144e-07 3433.43
0.078 -0.58387 1.21148e-07 3433.43
0.079 -0.58387 1.21153e-07 3433.43
0.08 -0.58387 1.21157e-07 3433.43
0.081 -0.58387 1.21161e-07 3433.43
0.082 -0.58387 1.21165e-07 3433.43
0.083 -0.58387 1.2117e-07 3433.43
0.084 -0.58387 1.21174e-07 3433.43
0.085 -0.58387 1.21178e-07 3433.43
0.086 -0.58387 1.21183e-07 3433.43
0.087 -0.58387 1.21187e-07 3433.43
0.088 -0.58387 1.21191e-07 3433.43
0.089 -0.58387 1.21196e-07 3433.43
0.09 -0.58387 1.212e-07 3433.43
0.091 -0.58387 1.21204e-07 3433.43
0.092 -0.58387 1.21209e-07 3433.43
0.093 -0.58387 1.21213e-07 3433.43
0.094 -0.58387 1.21217e-07 3433.43
0.095 -0.58387 1.21221e-07 3433.43
0.096 -0.58387 1.21226e-07 3433.43
0.097 -0.58387 1.2123e-07 3433.43
0.098 -0.58387 1.21234e-07 3433.43
0.099 -0.58387 1.21239e-07 3433.43
0.1 -0.58387 1.21243e-07 3433.43
0.101 -0.58387 1.21247e-07 3433.43
0.102 -0.58387 1.21252e-07 3433.43
0.103 -0.58387 1.21256e-07 3433.43
0.104 -0.58387 1.2126e-07 3433.43
0.105 -0.58387 1.21264e-07 3433.43
0.106 -0.58387 1.21269e-07 3433.43
0.107 -0.58387 1.21273e-07 3433.43
0.108 -0.58387 1.21277e-07 3433.43
0.109 -0.58387 1.21282e-07 3433.43
0.11 -0.58387 1.21286e-07 3433.43
0.111 -0.58387 1.2129e-07 3433.43
0.112 -0.58387 1.21295e-07 3433.43
0.113 -0.58387 1.21299e-07 3433.43
0.114 -0.58387 1.21303e-07 3433.43
0.115 -0.58387 1.21307e-07 3433.43
0.116 -0.58387 1.21312e-07 3433.43
0.117 -0.58387 1.21316e-07 3433.43
0.118 -0.58387 1.2132e-07 3433.43
0.119 -0.58387 1.21325e-07 3433.43
0.12 -0.58387 1.21329e-07 3433.43
0.121 -0.58387 1.21333e-07 3433.43
0.122 -0.58387 1.21338e-07 3433.43
0.123 -0.58387 1.21342e-07 3433.43
0.124 -0.58387 1.21346e-07 3433.43
0.125 -0.58387 1.21351e-07 3433.43
0.126 -0.58387 1.21355e-07 3433.43
0.127 -0.58387 1.21359e-07 3433.43
0.128 -0.58387 1.21363e-07 3433.43
0.129 -0.58387 1.21368e-07 3433.43
0.13 -0.58387 1.21372e-07 3433.43
0.131 -0.58387 1.21376e-07 3433.43
0.132 -0.58387 1.21381e-07 3433.43
0.133 -0.58387 1.21385e-07 3433.43
0.134 -0.58387 1.21389e-07 3433.43
0.135 -0.58387 1.21394e-07 3433.43
0.136 -0.58387 1.21398e-07 3433.43
0.137 -0.58387 1.21402e-07 3433.43
0.138 -0.58387 1.21406e-07 3433.43
0.139 -0.58387 1.21411e-07 3433.43
0.14 -0.58387 1.21415e-07 3433.43
0.141 -0.58387 1.21419e-07 3433.43
0.142 -0.58387 1.21424e-07 3433.43
0.143 -0.58387 1.21428e-07 3433.43
0.144 -0.58387 1.21432e-07 3433.43
0.145 -0.58387 1.21437e-07 3433.43
0.146 -0.58387 1.21441e-07 3433.43
0.147 -0.58387 1.21445e-07 3433.43
0.148 -0.58387 1.2145e-07 3433.43
0.149 -0.58387 1.21454e-07 3433.43
0.15 -0.58387 1.21458e-07 3433.43
0.151 -0.58387 1.21462e-07 3433.43
0.152 -0.58387 1.21467e-07 3433.43
0.153 -0.58387 1.21471e-07 3433.43
0.154 -0.58387 1.21475e-07 3433.43
0.155 -0.58387 1.2148e-07 3433.43
0.156 -0.58387 1.21484e-07 3433.43
0.157 -0.58387 1.21488e-07 3433.43
0.158 -0.58387 1.21493e-07 3433.43
0.159 -0.58387 1.21497e-07 3433.43
0.16 -0.58387 1.21501e-07 3433.43
0.161 -0.58387 1.21506e-07 3433.43
0.162 -0.58387 1.2151e-07 3433.43
0.163 -0.58387 1.21514e-07 3433.43
0.164 -0.58387 1.21519e-07 3433.43
0.165 -0.58387 1.21523e-07 3433.43
0.166 -0.58387 1.21527e-07 3433.43
0.167 -0.58387 1.21531e-07 3433.43
0.168 -0.58387 1.21536e-07 3433.43
0.169 -0.58387 1.2154e-07 3433.43
0.17 -0.58387 1.21544e-07 3433.43
0.171 -0.58387 1.21549e-07 3433.43
0.172 -0.58387 1.21553e-07 3433.43
0.173 -0.58387 1.21557e-07 3433.43
0.174 -0.58387 1.21562e-07 3433.43
0.175 -0.58387 1.21566e-07 3433.43
0.176 -0.58387 1.2157e-07 3433.43
0.177 -0.58387 1.21575e-07 3433.43
0.178 -0.58387 1.21579e-07 3433.43
0.179 -0.58387 1.21583e-07 3433.43
0.18 -0.58387 1.21587e-07 3433.43
0.181 -0.58387 1.21592e-07 3433.43
0.182 -0.58387 1.21596e-07 3433.43
0.183 -0.58387 1.216e-07 3433.43
0.184 -0.58387 1.21605e-07 3433.43
0.185 -0.58387 1.21609e-07 3433.43
0.186 -0.58387 1.21613e-07 3433.43
0.187 -0.58387 1.21618e-07 3433.43
0.188 -0.58387 1.21622e-07 3433.43
0.189 -0.58387 1.21626e-07 3433.43
0.19 -0.58387 1.21631e-07 3433.43
0.191 -0.58387 1.21635e-07 3433.43
0.192 -0.58387 1.21639e-07 3433.43
0.193 -0.58387 1.21644e-07 3433.43
0.194 -0.58387 1.21648e-07 3433.43
0.195 -0.58387 1.21652e-07 3433.43
0.196 -0.58387 1.21657e-07 3433.43
0.197 -0.58387 1.21661e-07 3433.43
0.198 -0.58387 1.21665e-07 3433.43
0.199 -0.58387 1.21669e-07 3433.43
0.2 -0.58387 1.21674e-07 3433.43
0.201 -0.58387 1.21678e-07 3433.43
0.202 -0.58387 1.21682e-07 3433.43
0.203 -0.58387 1.21687e-07 3433.43
0.204 -0.58387 1.21691e-07 3433.43
0.205 -0.58387 1.21695e-07 3433.43
0.206 -0.58387 1.217e-07 3433.43
0.207 -0.58387 1.21704e-07 3433.43
0.208 -0.58387 1.21708e-07 3433.43
0.209 -0.58387 1.21713e-07 3433.43
0.21 -0.58387 1.21717e-07 3433.43
0.211 -0.58387 1.21721e-07 3433.43
0.212 -0.58387 1.21726e-07 3433.43
0.213 -0.58387 1.2173e-07 3433.43
0.214 -0.58387 1.21734e-07 3433.43
0.215 -0.58387 1.21739e-07 3433.43
0.216 -0.58387 1.21743e-07 3433.43
0.217 -0.58387 1.21747e-07 3433.43
0.218 -0.58387 1.21751e-07 3433.43
0.219 -0.58387 1.21756e-07 3433.43
0.22 -0.58387 1.2176e-07 3433.43
0.221 -0.58387 1.21764e-07 3433.43
0.222 -0.58387 1.21769e-07 3433.43
0.223 -0.58387 1.21773e-07 3433.43
0.224 -0.58387 1.21777e-07 3433.43
0.225 -0.58387 1.21782e-07 3433.43
0.226 -0.58387 1.21786e-07 3433.43
0.227 -0.58387 1.2179e-07 3433.43
0.228 -0.58387 1.21795e-07 3433.43
0.229 -0.58387 1.21799e-07 3433.43
0.23 -0.58387 1.21803e-07 3433.43
0.231 -0.58387 1.21808e-07 3433.43
0.232 -0.58387 1.21812e-07 3433.43
0.233 -0.58387 1.21816e-07 3433.43
0.234 -0.58387 1.21821e-07 3433.43
0.235 -0.58387 1.21825e-07 3433.43
0.236 -0.58387 1.21829e-07 3433.43
0.237 -0.58387 1.21834e-07 3433.43
0.238 -0.58387 1.21838e-07 3433.43
0.239 -0.58387 1.21842e-07 3433.43
0.24 -0.58387 1.21846e-07 3433.43
0.241 -0.58387 1.21851e-07 3433.43
0.242 -0.58387 1.21855e-07 3433.43
0.243 -0.58387 1.21859e-07 3433.43
0.244 -0.58387 1.21864e-07 3433.43
0.245 -0.58387 1.21868e-07 3433.43
0.246 -0.58387 1.21872e-07 3433.43
0.247 -0.58387 1.21877e-07 3433.43
0.248 -0.58387 1.21881e-07 3433.43
0.249 -0.58387 1.21885e-07 3433.43
0.25 -0.58387 1.2189e-07 3433.43
0.251 -0.58387 1.21894e-07 3433.43
0.252 -0.58387 1.21898e-07 3433.43
0.253 -0.58387 1.21903e-07 3433.43
0.254 -0.58387 1.21907e-07 3433.43
0.255 -0.58387 1.21911e-07 3433.43
0.256 -0.58387 1.21916e-07 3433.43
0.257 -0.58387 1.2192e-07 3433.43
0.258 -0.58387 1.21924e-07 3433.43
0.259 -0.58387 1.21929e-07 3433.43
0.26 -0.58387 1.21933e-07 3433.43
0.261 -0.58387 1.21937e-07 3433.43
0.262 -0.58387 1.21942e-07 3433.43
0.263 -0.58387 1.21946e-07 3433.43
0.264 -0.58387 1.2195e-07 3433.43
0.265 -0.58387 1.21955e-07 3433.43
0.266 -0.58387 1.21959e-07 3433.43
0.267 -0.58387 1.21963e-07 3433.43
0.268 -0.58387 1.21967e-07 3433.43
0.269 -0.58387 1.21972e-07 3433.43
0.27 -0.58387 1.21976e-07 3433.43
0.271 -0.58387 1.2198e-07 3433.43
0.272 -0.58387 1.21985e-07 3433.43
0.273 -0.58387 1.21989e-07 3433.43
0.274 -0.58387 1.21993e-07 3433.43
0.275 -0.58387 1.21998e-07 3433.43
0.276 -0.58387 1.22002e-07 3433.43
0.277 -0.58387 1.22006e-07 3433.43
0.278 -0.58387 1.22011e-07 3433.43
0.279 -0.58387 1.22015e-07 3433.43
0.28 -0.58387 1.22019e-07 3433.43
0.281 -0.58387 1.22024e-07 3433.43
0.282 -0.58387 1.22028e-07 3433.43
0.283 -0.58387 1.22032e-07 3433.43
0.284 -0.58387 1.22037e-07 3433.43
0.285 -0.58387 1.22041e-07 3433.43
0.286 -0.58387 1.22045e-07 3433.43
0.287 -0.58387 1.2205e-07 3433.43
0.288 -0.58387 1.22054e-07 3433.43
0.289 -0.58387 1.22058e-07 3433.43
0.29 -0.58387 1.22063e-07 3433.43
0.291 -0.58387 1.22067e-07 3433.43
0.292 -0.58387 1.22071e-07 3433.43
0.293 -0.58387 1.22076e-07 3433.43
0.294 -0.58387 1.2208e-07 3433.43
0.295 -0.58387 1.22084e-07 3433.43
0.296 -0.58387 1.22089e-07 3433.43
0.297 -0.58387 1.22093e-07 3433.43
0.298 -0.58387 1.22097e-07 3433.43
0.299 -0.58387 1.22102e-07 3433.43
0.3 -0.58387 1.22106e-07 3433.43
0.301 -0.58387 1.2211e-07 3433.43
0.302 -0.58387 1.22115e-07 3433.43
0.303 -0.58387 1.22119e-07 3433.43
0.304 -0.58387 1.22123e-07 3433.43
0.305 -0.58387 1.22128e-07 3433.43
0.306 -0.58387 1.22132e-07 3433.43
0.307 -0.58387 1.22136e-07 3433.43
0.308 -0.58387 1.22141e-07 3433.43
0.309 -0.58387 1.22145e-07 3433.43
0.31 -0.58387 1.22149e-07 3433.43
0.311 -0.58387 1.22154e-07 3433.43
0.312 -0.58387 1.22158e-07 3433.43
0.313 -0.58387 1.22162e-07 3433.43
0.314 -0.58387 1.22166e-07 3433.43
0.315 -0.58387 1.22171e-07 3433.43
0.316 -0.58387 1.22175e-07 3433.43
0.317 -0.58387 1.22179e-07 3433.43
0.318 -0.58387 1.22184e-07 3433.43
0.319 -0.58387 1.22188e-07 3433.43
0.32 -0.58387 1.22192e-07 3433.43
0.321 -0.58387 1.22197e-07 3433.43
0.322 -0.58387 1.22201e-07 3433.43
0.323 -0.58387 1.22205e-07 3433.43
0.324 -0.58387 1.2221e-07 3433.43
0.325 -0.58387 1.22214e-07 3433.43
0.326 -0.58387 1.22218e-07 3433.43
0.327 -0.58387 1.22223e-07 3433.43
0.328 -0.58387 1.22227e-07 3433.43
0.329 -0.58387 1.22231e-07 3433.43
0.33 -0.58387 1.22236e-07 3433.43
0.331 -0.58387 1.2224e-07 3433.43
0.332 -0.58387 1.22244e-07 3433.43
0.333 -0.58387 1.22249e-07 3433.43
0.334 -0.58387 1.22253e-07 3433.43
0.335 -0.58387 1.22257e-07 3433.43
0.336 -0.58387 1.22262e-07 3433.43
0.337 -0.58387 1.22266e-07 3433.43
0.338 -0.58387 1.2227e-07 3433.43
0.339 -0.58387 1.22275e-07 3433.43
0.34 -0.58387 1.22279e-07 3433.43
0.341 -0.58387 1.22283e-07 3433.43
0.342 -0.58387 1.22288e-07 3433.43
0.343 -0.58387 1.22292e-07 3433.43
0.344 -0.58387 1.22296e-07 3433.43
0.345 -0.58387 1.22301e-07 3433.43
0.346 -0.58387 1.22305e-07 3433.43
0.347 -0.58387 1.22309e-07 3433.43
0.348 -0.58387 1.22314e-07 3433.43
0.349 -0.58387 1.22318e-07 3433.43
0.35 -0.58387 1.22322e-07 3433.43
0.351 -0.58387 1.22327e-07 3433.43
0.352 -0.58387 1.22331e-07 3433.43
0.353 -0.58387 1.22335e-07 3433.43
0.354 -0.58387 1.2234e-07 3433.43
0.355 -0.58387 1.22344e-07 3433.43
0.356 -0.58387 1.22348e-07 3433.43
0.357 -0.58387 1.22353e-07 3433.43
0.358 -0.58387 1.22357e-07 3433.43
0.359 -0.58387 1.22361e-07 3433.43
0.36 -0.58387 1.22366e-07 3433.43
0.361 -0.58387 1.2237e-07 3433.43
0.362 -0.58387 1.22374e-07 3433.43
0.363 -0.58387 1.22379e-07 3433.43
0.364 -0.58387 1.22383e-07 3433.43
0.365 -0.58387 1.22387e-07 3433.43
0.366 -0.58387 1.22392e-07 3433.43
0.367 -0.58387 1.22396e-07 3433.43
0.368 -0.58387 1.224e-07 3433.43
0.369 -0.58387 1.22405e-07 3433.43
0.37 -0.58387 1.22409e-07 3433.43
0.371 -0.58387 1.22413e-07 3433.43
0.372 -0.58387 1.22418e-07 3433.43
0.373 -0.58387 1.22422e-07 3433.43
0.374 -0.58387 1.22426e-07 3433.43
0.375 -0.58387 1.22431e-07 3433.43
0.376 -0.58387 1.22435e-07 3433.43
0.377 -0.58387 1.2244e-07 3433.43
0.378 -0.58387 1.22444e-07 3433.43
0.379 -0.58387 1.22448e-07 3433.43
0.38 -0.58387 1.22453e-07 3433.43
0.381 -0.58387 1.22457e-07 3433.43
0.382 -0.58387 1.22461e-07 3433.43
0.383 -0.58387 1.22466e-07 3433.43
0.384 -0.58387 1.2247e-07 3433.43
0.385 -0.58387 1.22474e-07 3433.43
0.386 -0.58387 1.22479e-07 3433.43
0.387 -0.58387 1.22483e-07 3433.43
0.388 -0.58387 1.22487e-07 3433.43
0.389 -0.58387 1.22492e-07 3433.43
0.39 -0.58387 1.22496e-07 3433.43
0.391 -0.58387 1.225e-07 3433.43
0.392 -0.58387 1.22505e-07 3433.43
0.393 -0.58387 1.22509e-07 3433.43
0.394 -0.58387 1.22513e-07 3433.43
0.395 -0.58387 1.22518e-07 3433.43
0.396 -0.58387 1.22522e-07 3433.43
0.397 -0.58387 1.22526e-07 3433.43
0.398 -0.58387 1.22531e-07 3433.43
0.399 -0.58387 1.22535e-07 3433.43
0.4 -0.58387 1.22539e-07 3433.43
0.401 -0.58387 1.22544e-07 3433.43
0.402 -0.58387 1.22548e-07 3433.43
0.403 -0.58387 1.22552e-07 3433.43
0.404 -0.58387 1.22557e-07 3433.43
0.405 -0.58387 1.22561e-07 3433.43
0.406 -0.58387 1.22565e-07 3433.43
0.407 -0.58387 1.2257e-07 3433.43
0.408 -0.58387 1.22574e-07 3433.43
0.409 -0.58387 1.22578e-07 3433.43
0.41 -0.58387 1.22583e-07 3433.43
0.411 -0.58387 1.22587e-07 3433.43
0.412 -0.58387 1.22591e-07 3433.43
0.413 -0.58387 1.22596e-07 3433.43
0.414 -0.58387 1.226e-07 3433.43
0.415 -0.58387 1.22604e-07 3433.43
0.416 -0.58387 1.22609e-07 3433.43
0.417 -0.58387 1.22613e-07 3433.43
0.418 -0.58387 1.22617e-07 3433.43
0.419 -0.58387 1.22622e-07 3433.43
0.42 -0.58387 1.22626e-07 3433.43
0.421 -0.58387 1.2263e-07 3433.43
0.422 -0.58387 1.22635e-07 3433.43
0.423 -0.58387 1.22639e-07 3433.43
0.424 -0.58387 1.22644e-07 3433.43
0.425 -0.58387 1.22648e-07 3433.43
0.426 -0.58387 1.22652e-07 3433.43
0.427 -0.58387 1.22657e-07 3433.43
0.428 -0.58387 1.22661e-07 3433.43
0.429 -0.58387 1.22665e-07 3433.43
0.43 -0.58387 1.2267e-07 3433.43
0.431 -0.58387 1.22674e-07 3433.43
0.432 -0.58387 1.22678e-07 3433.43
0.433 -0.58387 1.22683e-07 3433.43
0.434 -0.58387 1.22687e-07 3433.43
0.435 -0.58387 1.22691e-07 3433.43
0.436 -0.58387 1.22696e-07 3433.43
0.437 -0.58387 1.227e-07 3433.43
0.438 -0.58387 1.22704e-07 3433.43
0.439 -0.58387 1.22709e-07 3433.43
0.44 -0.58387 1.22713e-07 3433.43
0.441 -0.58387 1.22717e-07 3433.43
0.442 -0.58387 1.22722e-07 3433.43
0.443 -0.58387 1.22726e-07 3433.43
0.444 -0.58387 1.2273e-07 3433.43
0.445 -0.58387 1.22735e-07 3433.43
0.446 -0.58387 1.22739e-07 3433.43
0.447 -0.58387 1.22743e-07 3433.43
0.448 -0.58387 1.22748e-07 3433.43
0.449 -0.58387 1.22752e-07 3433.43
0.45 -0.58387 1.22756e-07 3433.43
0.451 -0.58387 1.22761e-07 3433.43
0.452 -0.58387 1.22765e-07 3433.43
0.453 -0.58387 1.2277e-07 3433.43
0.454 -0.58387 1.22774e-07 3433.43
0.455 -0.58387 1.22778e-07 3433.43
0.456 -0.58387 1.22783e-07 3433.43
0.457 -0.58387 1.22787e-07 3433.43
0.458 -0.58387 1.22791e-07 3433.43
0.459 -0.58387 1.22796e-07 3433.43
0.46 -0.58387 1.228e-07 3433.43
0.461 -0.58387 1.22804e-07 3433.43
0.462 -0.58387 1.22809e-07 3433.43
0.463 -0.58387 1.22813e-07 3433.43
0.464 -0.58387 1.22817e-07 3433.43
0.465 -0.58387 1.22822e-07 3433.43
0.466 -0.58387 1.22826e-07 3433.43
0.467 -0.58387 1.2283e-07 3433.43
0.468 -0.58387 1.22835e-07 3433.43
0.469 -0.58387 1.22839e-07 3433.43
0.47 -0.58387 1.22843e-07 3433.43
0.471 -0.58387 1.22848e-07 3433.43
0.472 -0.58387 1.22852e-07 3433.43
0.473 -0.58387 1.22856e-07 3433.43
0.474 -0.58387 1.22861e-07 3433.43
0.475 -0.58387 1.22865e-07 3433.43
0.476 -0.58387 1.2287e-07 3433.43
0.477 -0.58387 1.22874e-07 3433.43
0.478 -0.58387 1.22878e-07 3433.43
0.479 -0.58387 1.22883e-07 3433.43
0.48 -0.58387 1.22887e-07 3433.43
0.481 -0.58387 1.22891e-07 3433.43
0.482 -0.58387 1.22896e-07 3433.43
0.483 -0.58387 1.229e-07 3433.43
0.484 -0.58387 1.22904e-07 3433.43
0.485 -0.58387 1.22909e-07 3433.43
0.486 -0.58387 1.22913e-07 3433.43
0.487 -0.58387 1.22917e-07 3433.43
0.488 -0.58387 1.22922e-07 3433.43
0.489 -0.58387 1.22926e-07 3433.43
0.49 -0.58387 1.2293e-07 3433.43
0.491 -0.58387 1.22935e-07 3433.43
0.492 -0.58387 1.22939e-07 3433.43
0.493 -0.58387 1.22944e-07 3433.43
0.494 -0.58387 1.22948e-07 3433.43
0.495 -0.58387 1.22952e-07 3433.43
0.496 -0.58387 1.22957e-07 3433.43
0.497 -0.58387 1.22961e-07 3433.43
0.498 -0.58387 1.22965e-07 3433.43
0.499 -0.58387 1.2297e-07 3433.43
0.5 -0.58387 1.22974e-07 3433.43
0.501 -0.58387 1.22978e-07 3433.43
0.502 -0.58387 1.22983e-07 3433.43
0.503 -0.58387 1.22987e-07 3433.43
0.504 -0.58387 1.22991e-07 3433.43
0.505 -0.58387 1.22996e-07 3433.43
0.506 -0.58387 1.23e-07 3433.43
0.507 -0.58387 1.23004e-07 3433.43
0.508 -0.58387 1.23009e-07 3433.43
0.509 -0.58387 1.23013e-07 3433.43
0.51 -0.58387 1.23018e-07 3433.43
0.511 -0.58387 1.23022e-07 3433.43
0.512 -0.58387 1.23026e-07 3433.43
0.513 -0.58387 1.23031e-07 3433.43
0.514 -0.58387 1.23035e-07 3433.43
0.515 -0.58387 1.23039e-07 3433.43
0.516 -0.58387 1.23044e-07 3433.43
0.517 -0.58387 1.23048e-07 3433.43
0.518 -0.58387 1.23052e-07 3433.43
0.519 -0.58387 1.23057e-07 3433.43
0.52 -0.58387 1.23061e-07 3433.43
0.521 -0.58387 1.23065e-07 3433.43
0.522 -0.58387 1.2307e-07 3433.43
0.523 -0.58387 1.23074e-07 3433.43
0.524 -0.58387 1.23078e-07 3433.43
0.525 -0.58387 1.23083e-07 3433.43
0.526 -0.58387 1.23087e-07 3433.43
0.527 -0.58387 1.23092e-07 3433.43
0.528 -0.58387 1.23096e-07 3433.43
0.529 -0.58387 1.231e-07 3433.43
0.53 -0.58387 1.23105e-07 3433.43
0.531 -0.58387 1.23109e-07 3433.43
0.532 -0.58387 1.23113e-07 3433.43
0.533 -0.58387 1.23118e-07 3433.43
0.534 -0.58387 1.23122e-07 3433.43
0.535 -0.58387 1.23126e-07 3433.43
0.536 -0.58387 1.23131e-07 3433.43
0.537 -0.58387 1.23135e-07 3433.43
0.538 -0.58387 1.23139e-07 3433.43
0.539 -0.58387 1.23144e-07 3433.43
0.54 -0.58387 1.23148e-07 3433.43
0.541 -0.58387 1.23153e-07 3433.43
0.542 -0.58387 1.23157e-07 3433.43
0.543 -0.58387 1.23161e-07 3433.43
0.544 -0.58387 1.23166e-07 3433.43
0.545 -0.58387 1.2317e-07 3433.43
0.546 -0.58387 1.23174e-07 3433.43
0.547 -0.58387 1.23179e-07 3433.43
0.548 -0.58387 1.23183e-07 3433.43
0.549 -0.58387 1.23187e-07 3433.43
0.55 -0.58387 1.23192e-07 3433.43
0.551 -0.58387 1.23196e-07 3433.43
0.552 -0.58387 1.23201e-07 3433.43
0.553 -0.58387 1.23205e-07 3433.43
0.554 -0.58387 1.23209e-07 3433.43
0.555 -0.58387 1.23214e-07 3433.43
0.556 -0.58387 1.23218e-07 3433.43
0.557 -0.58387 1.23222e-07 3433.43
0.558 -0.58387 1.23227e-07 3433.43
0.559 -0.58387 1.23231e-07 3433.43
0.56 -0.58387 1.23235e-07 3433.43
0.561 -0.58387 1.2324e-07 3433.43
0.562 -0.58387 1.23244e-07 3433.43
0.563 -0.58387 1.23248e-07 3433.43
0.564 -0.58387 1.23253e-07 3433.43
0.565 -0.58387 1.23257e-07 3433.43
0.566 -0.58387 1.23262e-07 3433.43
0.567 -0.58387 1.23266e-07 3433.43
0.568 -0.58387 1.2327e-07 3433.43
0.569 -0.58387 1.23275e-07 3433.43
0.57 -0.58387 1.23279e-07 3433.43
0.571 -0.58387 1.23283e-07 3433.43
0.572 -0.58387 1.23288e-07 3433.43
0.573 -0.58387 1.23292e-07 3433.43
0.574 -0.58387 1.23296e-07 3433.43
0.575 -0.58387 1.23301e-07 3433.43
0.576 -0.58387 1.23305e-07 3433.43
0.577 -0.58387 1.2331e-07 3433.43
0.578 -0.58387 1.23314e-07 3433.43
0.579 -0.58387 1.23318e-07 3433.43
0.58 -0.58387 1.23323e-07 3433.43
0.581 -0.58387 1.23327e-07 3433.43
0.582 -0.58387 1.23331e-07 3433.43
0.583 -0.58387 1.23336e-07 3433.43
0.584 -0.58387 1.2334e-07 3433.43
0.585 -0.58387 1.23344e-07 3433.43
0.586 -0.58387 1.23349e-07 3433.43
0.587 -0.58387 1.23353e-07 3433.43
0.588 -0.58387 1.23358e-07 3433.43
0.589 -0.58387 1.23362e-07 3433.43
0.59 -0.58387 1.23366e-07 3433.43
0.591 -0.58387 1.23371e-07 3433.43
0.592 -0.58387 1.23375e-07 3433.43
0.593 -0.58387 1.23379e-07 3433.43
0.594 -0.58387 1.23384e-07 3433.43
0.595 -0.58387 1.23388e-07 3433.43
0.596 -0.58387 1.23392e-07 3433.43
0.597 -0.58387 1.23397e-07 3433.43
0.598 -0.58387 1.23401e-07 3433.43
0.599 -0.58387 1.23406e-07 3433.43
0.6 -0.58387 1.2341e-07 3433.43
0.601 -0.58387 1.23414e-07 3433.43
0.602 -0.58387 1.23419e-07 3433.43
0.603 -0.58387 1.23423e-07 3433.43
0.604 -0.58387 1.23427e-07 3433.43
0.605 -0.58387 1.23432e-07 3433.43
0.606 -0.58387 1.23436e-07 3433.43
0.607 -0.58387 1.23441e-07 3433.43
0.608 -0.58387 1.23445e-07 3433.43
0.609 -0.58387 1.23449e-07 3433.43
0.61 -0.58387 1.23454e-07 3433.43
