# <sim_time> <Fx> <Fy> <Fz>
6.099 24.3041 -23.8684 31.6051
6.1 24.4499 -23.8531 27.6583
6.101 24.5985 -23.7636 23.4751
6.102 24.7478 -23.6574 19.2175
6.103 24.8972 -23.5473 14.9285
6.104 25.0467 -23.4355 10.6221
6.105 25.196 -23.3225 6.30558
6.106 25.3453 -23.2085 1.98383
6.107 25.4944 -23.0938 -2.33967
6.108 25.6433 -22.9782 -6.66216
6.109 25.792 -22.862 -10.9813
6.11 25.9405 -22.7451 -15.2951
6.111 26.0887 -22.6276 -19.6018
6.112 26.2365 -22.5096 -23.8995
6.113 26.3841 -22.3911 -28.1866
6.114 26.5313 -22.2722 -32.4614
6.115 26.6781 -22.1531 -36.7223
6.116 26.8245 -22.034 -40.9674
6.117 26.9704 -21.9151 -45.1944
6.118 27.1157 -21.7968 -49.4007
6.119 27.2604 -21.6801 -53.5821
6.12 26.6205 -25.5376 50.8537
6.121 26.7551 -25.4264 46.6154
6.122 26.8817 -25.3807 42.6365
6.123 27.0168 -25.2574 38.3545
6.124 27.1524 -25.125 34.0401
6.125 27.2881 -24.9878 29.7119
6.126 27.4236 -24.8474 25.3768
6.127 27.5589 -24.7044 21.0386
6.128 27.6938 -24.5593 16.6999
6.129 27.8284 -24.4123 12.3629
6.13 27.9625 -24.2637 8.02952
6.131 28.0962 -24.1137 3.70154
6.132 28.2294 -23.9627 -0.619177
6.133 28.3621 -23.8108 -4.93058
6.134 28.4941 -23.6585 -9.23018
6.135 28.6255 -23.5066 -13.5144
6.136 28.756 -23.3566 -17.7764
6.137 28.8852 -23.2146 -21.9936
6.138 29.0079 -23.1342 -25.9691
6.139 29.1361 -22.9873 -30.1707
6.14 29.2644 -22.8307 -34.3896
6.141 29.3925 -22.6695 -38.6064
6.142 29.5201 -22.5051 -42.8149
6.143 29.6471 -22.3382 -47.0117
6.144 29.7736 -22.1692 -51.1946
6.145 29.8994 -21.9984 -55.3617
6.146 30.0246 -21.8259 -59.5116
6.147 30.1493 -21.6524 -63.6408
6.148 30.274 -21.4789 -67.7401
6.149 30.3979 -21.3043 -71.8186
6.15 30.5211 -21.1284 -75.8753
6.151 30.6435 -20.9516 -79.9091
6.152 30.765 -20.7737 -83.9189
6.153 30.8857 -20.5949 -87.9038
6.154 30.4563 -25.4186 12.0298
6.155 30.5671 -25.2222 7.91992
6.156 30.6775 -25.0234 3.82454
6.157 30.7872 -24.8225 -0.262808
6.158 30.896 -24.6196 -4.34104
6.159 31.0039 -24.4147 -8.40904
6.16 31.111 -24.2076 -12.4657
6.161 31.2172 -23.9985 -16.5098
6.162 31.3225 -23.7872 -20.5403
6.163 31.4268 -23.5737 -24.5559
6.164 31.5302 -23.358 -28.5553
6.165 31.6326 -23.1398 -32.5372
6.166 31.734 -22.9191 -36.5
6.167 31.8343 -22.6956 -40.4422
6.168 31.9336 -22.4691 -44.3617
6.169 32.0318 -22.2392 -48.2563
6.17 32.1289 -22.0052 -52.1227
6.171 32.2246 -21.7662 -55.9561
6.172 32.3189 -21.5203 -59.7475
6.173 32.4108 -21.2621 -63.467
6.174 32.494 -20.9561 -66.8926
6.175 32.5842 -20.6788 -70.5485
6.176 32.6743 -20.379 -74.1694
6.177 32.763 -19.7873 -77.3
6.178 32.8513 -19.4139 -80.768
6.179 32.9388 -19.1328 -84.364
6.18 33.0253 -18.8749 -87.9729
6.181 33.1107 -18.629 -91.5741
6.182 33.1949 -18.3905 -95.1579
6.183 33.2779 -18.1569 -98.7174
6.184 33.3595 -17.9283 -102.241
6.185 33.4387 -17.7245 -105.669
6.186 33.5114 -17.4887 -108.862
6.187 33.5885 -17.2909 -112.243
6.188 33.373 -23.3517 -18.3275
6.189 33.443 -22.8813 -22.1271
6.19 33.512 -22.4197 -25.923
6.191 33.5798 -21.966 -29.7102
6.192 33.6465 -21.5193 -33.4854
6.193 33.713 -21.0828 -37.2361
6.194 33.7783 -20.6527 -40.9701
6.195 33.8423 -20.2285 -44.6867
6.196 33.905 -19.8101 -48.3846
6.197 33.9664 -19.3972 -52.0624
6.198 34.0265 -18.9896 -55.7191
6.199 34.0853 -18.5874 -59.3535
6.2 34.1427 -18.1904 -62.9647
6.201 34.1987 -17.7986 -66.5517
6.202 34.2534 -17.4118 -70.1135
6.203 34.3067 -17.0302 -73.6492
6.204 34.3586 -16.6536 -77.1579
6.205 34.4091 -16.282 -80.6387
6.206 34.4582 -15.9156 -84.0908
6.207 34.506 -15.5543 -87.5134
6.208 34.5523 -15.1981 -90.9055
6.209 34.5971 -14.8471 -94.2664
6.21 34.6406 -14.5014 -97.5952
6.211 34.6826 -14.1611 -100.891
6.212 34.7231 -13.8263 -104.153
6.213 34.7623 -13.4972 -107.381
6.214 34.7999 -13.1739 -110.574
6.215 34.8361 -12.8566 -113.73
6.216 34.8708 -12.5456 -116.849
6.217 34.904 -12.2412 -119.93
6.218 34.9357 -11.9439 -122.973
6.219 34.966 -11.6541 -125.975
6.22 34.9947 -11.3724 -128.937
6.221 35.0218 -11.0999 -131.856
6.222 35.1419 -18.2177 -45.4424
6.223 35.1546 -17.9713 -48.3154
6.224 35.1657 -17.7308 -51.1624
6.225 35.1752 -17.4969 -53.9821
6.226 35.183 -17.2706 -56.7733
6.227 35.1891 -17.0533 -59.5343
6.228 35.1962 -16.876 -62.3461
6.229 35.2096 -16.8342 -65.3841
6.23 35.2168 -16.9173 -68.3034
6.231 35.227 -16.8805 -71.2706
6.232 35.2362 -16.832 -74.2112
6.233 35.2442 -16.7859 -77.1149
6.234 35.2508 -16.7607 -79.9685
6.235 35.257 -16.8881 -82.6805
6.236 35.2606 -16.8584 -85.464
6.237 35.2625 -16.8108 -88.2222
6.238 35.2627 -16.7596 -90.9446
6.239 35.2613 -16.7133 -93.6246
6.24 35.2582 -16.6899 -96.2488
6.241 35.2524 -16.9181 -98.6543
6.242 35.2459 -16.9101 -101.186
6.243 35.238 -16.855 -103.708
6.244 35.2289 -16.7795 -106.2
6.245 35.2177 -16.7169 -108.634
6.246 35.2049 -16.616 -111.041
6.247 35.1894 -16.486 -113.383
6.248 35.1659 -16.246 -115.524
6.249 35.1481 -16.1156 -117.81
6.25 35.1295 -15.9934 -120.077
6.251 35.1098 -15.8725 -122.314
6.252 35.0887 -15.7511 -124.515
6.253 35.0663 -15.6283 -126.679
6.254 35.0424 -15.5036 -128.804
6.255 35.017 -15.3765 -130.887
6.256 36.1988 -22.5139 -41.3037
6.257 36.1568 -22.27 -43.3515
6.258 36.1073 -21.9199 -45.2238
6.259 36.0604 -21.6415 -47.1788
6.26 36.0144 -21.3948 -49.1644
6.261 35.9673 -21.1549 -51.1377
6.262 35.9189 -20.9176 -53.092
6.263 35.8724 -20.74 -55.0967
6.264 35.8283 -20.634 -57.1653
6.265 35.7829 -20.5303 -59.2119
6.266 35.7361 -20.4287 -61.2356
6.267 35.6879 -20.3291 -63.2359
6.268 35.6381 -20.2315 -65.2126
6.269 35.5869 -20.1363 -67.1655
6.27 35.5339 -20.0443 -69.0958
6.271 35.4779 -19.9633 -71.0157
6.272 35.4186 -19.8939 -72.9255
6.273 35.3601 -19.8145 -74.7889
6.274 35.3016 -19.7291 -76.6117
6.275 35.2421 -19.6442 -78.4038
6.276 35.1811 -19.5616 -80.1656
6.277 35.1173 -19.488 -81.8901
6.278 35.0515 -19.4219 -83.5809
6.279 34.9864 -19.3483 -85.2559
6.28 34.9208 -19.2744 -86.9078
6.281 34.8542 -19.2037 -88.5341
6.282 34.7865 -19.1374 -90.1356
6.283 34.7177 -19.0773 -91.7139
6.284 34.6479 -19.0258 -93.272
6.285 34.5773 -18.9877 -94.8138
6.286 34.5061 -18.9736 -96.3569
6.287 34.4355 -19.0344 -97.9839
6.288 34.3702 -19.374 -100.037
6.289 34.2956 -19.3865 -101.508
6.29 36.386 -27.2405 -21.5701
6.291 36.2961 -27.159 -22.9855
6.292 36.2048 -27.0802 -24.3835
6.293 36.1122 -27.0143 -25.779
6.294 36.0191 -26.9948 -27.225
6.295 35.9233 -26.9277 -28.5614
6.296 35.8257 -26.8678 -29.8707
6.297 35.7267 -26.856 -31.1977
6.298 35.6171 -26.9404 -32.2174
6.299 35.5117 -26.9274 -33.3527
6.3 35.4079 -26.8603 -34.5438
6.301 35.3034 -26.7816 -35.7282
6.302 35.1981 -26.6972 -36.8979
6.303 35.0915 -26.6098 -38.049
6.304 34.9838 -26.5215 -39.1788
6.305 34.8746 -26.4348 -40.2837
6.306 34.7638 -26.3551 -41.3548
6.307 34.6473 -26.3626 -42.2427
6.308 34.5309 -26.3029 -43.2709
6.309 34.4169 -26.215 -44.293
6.31 34.3023 -26.1201 -45.3037
6.311 34.1867 -26.0215 -46.2985
6.312 34.0702 -25.9209 -47.2751
6.313 33.9526 -25.8189 -48.2325
6.314 33.834 -25.7163 -49.1696
6.315 33.7142 -25.6136 -50.0859
6.316 33.5933 -25.5111 -50.9807
6.317 33.4713 -25.4093 -51.8537
6.318 33.348 -25.3085 -52.7044
6.319 33.2235 -25.2092 -53.5324
6.32 33.0977 -25.1118 -54.3375
6.321 32.9704 -25.0169 -55.1201
6.322 32.8413 -24.9252 -55.8828
6.323 32.7074 -24.8393 -56.665
6.324 35.7372 -32.7422 9.62507
6.325 35.5921 -32.6112 8.85828
6.326 35.4451 -32.4829 8.10313
6.327 35.2911 -32.3613 7.30356
6.328 35.1366 -32.2471 6.59041
6.329 34.9776 -32.1629 6.10457
6.33 34.819 -32.0456 5.42743
6.331 34.6513 -31.928 4.74717
6.332 34.4932 -31.8101 4.06762
6.333 34.3354 -31.6941 3.39667
6.334 34.173 -31.5816 2.73979
6.335 34.0029 -31.4741 2.10131
6.336 33.8423 -31.3715 1.47771
6.337 33.6823 -31.2746 0.88037
6.338 33.5212 -31.1972 0.344892
6.339 33.3522 -31.1766 0.0854291
6.34 33.1895 -31.1671 -0.355878
6.341 33.0231 -31.4709 -0.345767
6.342 32.8541 -31.4286 -0.93376
6.343 32.6911 -31.3574 -1.50627
6.344 32.5288 -31.2722 -2.09081
6.345 32.3664 -31.1791 -2.68463
6.346 32.2038 -31.0815 -3.2851
6.347 32.0409 -30.9816 -3.89124
6.348 31.8776 -30.8808 -4.50344
6.349 31.7138 -30.7807 -5.12369
6.35 31.5498 -30.6831 -5.75641
6.351 31.3855 -30.5906 -6.4097
6.352 31.2213 -30.5089 -7.10692
6.353 31.0599 -30.4735 -8.03593
6.354 30.9031 -30.5132 -9.34494
6.355 30.7341 -30.4459 -10.0936
6.356 30.5505 -30.3668 -10.7329
6.357 30.3814 -30.4796 -11.6513
6.358 34.4069 -38.0137 36.0399
6.359 34.2214 -37.8395 35.559
6.36 34.035 -37.6662 35.0834
6.361 33.8476 -37.4935 34.6129
6.362 33.659 -37.321 34.1489
6.363 33.4693 -37.1472 33.697
6.364 33.2773 -36.9618 33.2948
6.365 33.0808 -36.7409 33.0281
6.366 32.8882 -36.5714 32.5779
6.367 32.6952 -36.407 32.1093
6.368 32.5009 -36.2385 31.6277
6.369 32.3066 -36.08 31.1478
6.37 32.1118 -35.9238 30.6668
6.371 31.9163 -35.7689 30.1859
6.372 31.7201 -35.6147 29.706
6.373 31.5233 -35.4607 29.2279
6.374 31.3258 -35.3067 28.7526
6.375 31.1276 -35.1524 28.2811
6.376 30.9286 -34.9972 27.8148
6.377 30.7289 -34.8406 27.3559
6.378 30.5283 -34.6814 26.909
6.379 30.3265 -34.516 26.4885
6.38 30.1171 -34.2917 26.3007
6.381 29.9136 -34.1205 25.9069
6.382 29.711 -33.9598 25.4742
6.383 29.5083 -33.8024 25.0293
6.384 29.3054 -33.647 24.5785
6.385 29.1022 -33.4926 24.1245
6.386 28.8987 -33.3389 23.6687
6.387 28.6948 -33.1857 23.212
6.388 28.4905 -33.0326 22.7547
6.389 28.2859 -32.8792 22.297
6.39 28.0806 -32.7243 21.8374
6.391 27.8743 -32.5644 21.3715
6.392 32.6941 -39.5986 45.7631
6.393 32.4698 -39.4134 45.3452
6.394 32.2445 -39.2272 44.9204
6.395 32.0166 -39.0288 44.4734
6.396 31.7898 -38.8428 44.0383
6.397 31.5627 -38.6588 43.6009
6.398 31.3351 -38.4756 43.1596
6.399 31.1069 -38.2928 42.7141
6.4 30.8782 -38.1102 42.2645
6.401 30.6488 -37.9273 41.8109
6.402 30.4189 -37.7435 41.3541
6.403 30.1883 -37.5567 40.8967
6.404 29.956 -37.3417 40.4702
6.405 29.7244 -37.1546 40.0041
6.406 29.7067 -33.3255 36.7484
6.407 29.4762 -33.1411 36.2632
6.408 29.2454 -32.9582 35.7726
6.409 29.0142 -32.7763 35.2769
6.41 28.7827 -32.5953 34.7765
6.411 28.5509 -32.4151 34.2714
6.412 28.3189 -32.2356 33.7618
6.413 28.0867 -32.0564 33.2504
6.414 27.8545 -31.8776 32.7368
6.415 27.6221 -31.6988 32.2187
6.416 27.3895 -31.5196 31.6961
6.417 27.1568 -31.3404 31.1695
6.418 26.9239 -31.1612 30.6391
6.419 26.6908 -30.9818 30.1049
6.42 26.4576 -30.8018 29.567
6.421 26.2243 -30.6211 29.0256
6.422 25.9909 -30.4391 28.4808
6.423 25.7573 -30.2551 27.933
6.424 25.5236 -30.0682 27.3827
6.425 25.2897 -29.8762 26.8314
6.426 30.804 -35.6928 23.3091
6.427 30.5438 -35.3828 22.9542
6.428 30.2854 -35.1132 22.5289
6.429 30.0229 -34.7628 22.145
6.43 29.7651 -34.5154 21.6866
6.431 29.5075 -34.2777 21.2141
6.432 29.2498 -34.0424 20.7314
6.433 28.992 -33.8061 20.2389
6.434 28.7341 -33.5651 19.7357
6.435 28.476 -33.3123 19.2173
6.436 28.219 -32.9744 18.6319
6.437 28.0783 -35.9986 15.6298
6.438 27.8212 -35.764 15.083
6.439 27.5638 -35.5372 14.5333
6.44 27.3063 -35.308 13.9676
6.441 27.0492 -35.0609 13.3482
6.442 26.7969 -34.6999 12.3611
6.443 26.5323 -34.3361 11.9325
6.444 26.2721 -34.085 11.4169
6.445 26.0126 -33.8597 10.8925
6.446 25.7528 -33.6376 10.3746
6.447 25.4909 -33.3768 9.88947
6.448 25.226 -33.0595 9.44745
6.449 24.9666 -32.8592 8.92908
6.45 24.7077 -32.6745 8.40293
6.451 24.4492 -32.4992 7.87251
6.452 24.191 -32.3311 7.33903
6.453 23.933 -32.1689 6.80304
6.454 23.6753 -32.0117 6.26488
6.455 23.4179 -31.8592 5.72478
6.456 23.1606 -31.7108 5.18294
6.457 22.9037 -31.5663 4.63953
6.458 22.647 -31.4255 4.0948
6.459 22.3906 -31.288 3.54897
6.46 28.5268 -36.5529 -28.5488
6.461 28.2455 -36.2973 -28.7997
6.462 27.9648 -35.8399 -28.7088
6.463 27.6834 -35.6009 -28.9624
6.464 27.4018 -35.3943 -29.2586
6.465 27.1201 -35.2026 -29.5691
6.466 26.8382 -35.0205 -29.8858
6.467 26.5563 -34.8455 -30.2052
6.468 26.2744 -34.6761 -30.5251
6.469 25.9924 -34.5114 -30.8443
6.47 25.7103 -34.3509 -31.162
6.471 25.4283 -34.194 -31.4775
6.472 25.1464 -34.0403 -31.7903
6.473 24.8644 -33.8895 -32.1001
6.474 24.5826 -33.7415 -32.4066
6.475 24.3009 -33.5959 -32.7095
6.476 24.0192 -33.4526 -33.0085
6.477 23.7378 -33.3113 -33.3035
6.478 23.4565 -33.1719 -33.5942
6.479 23.1753 -33.034 -33.8803
6.48 22.8944 -32.8971 -34.1613
6.481 22.6136 -32.76 -34.4364
6.482 22.3326 -32.6154 -34.7005
6.483 22.0509 -32.4519 -34.9456
6.484 21.7709 -32.3196 -35.2063
6.485 21.4915 -32.1921 -35.464
6.486 21.2125 -32.0679 -35.7178
6.487 20.934 -31.9465 -35.9672
6.488 20.656 -31.8276 -36.2119
6.489 20.3784 -31.7112 -36.4517
6.49 20.1014 -31.5971 -36.6864
6.491 19.8249 -31.4853 -36.9158
6.492 19.5489 -31.3757 -37.1396
6.493 19.2735 -31.2684 -37.3577
6.494 25.9645 -36.0904 -98.1202
6.495 25.6613 -35.954 -98.0738
6.496 25.3581 -35.8215 -98.009
6.497 25.0549 -35.6927 -97.9249
6.498 24.7517 -35.5678 -97.8208
6.499 24.4485 -35.4468 -97.6957
6.5 24.1453 -35.33 -97.548
6.501 23.8422 -35.218 -97.3752
6.502 23.539 -35.1121 -97.1724
6.503 23.2356 -35.0152 -96.9286
6.504 22.9315 -34.9395 -96.599
6.505 22.6215 -34.9787 -95.8401
6.506 22.3184 -34.8988 -95.5106
6.507 22.0164 -34.8068 -95.2173
6.508 21.7151 -34.711 -94.9298
6.509 21.4144 -34.6137 -94.6388
6.51 21.1142 -34.5163 -94.3401
6.511 20.8145 -34.4192 -94.0311
6.512 20.5155 -34.3228 -93.7105
6.513 20.2169 -34.2275 -93.3771
6.514 19.919 -34.1333 -93.0301
6.515 19.6217 -34.0403 -92.6686
6.516 19.325 -33.9487 -92.292
6.517 19.0289 -33.8585 -91.8995
6.518 18.7336 -33.7696 -91.4901
6.519 18.4389 -33.6821 -91.0625
6.52 18.145 -33.5959 -90.6147
6.521 17.8519 -33.5107 -90.1432
6.522 17.5595 -33.4267 -89.6406
6.523 17.268 -33.345 -89.0833
6.524 16.9775 -33.3028 -88.1786
6.525 16.6884 -33.15 -87.5144
6.526 16.4006 -32.947 -86.8571
6.527 16.113 -32.8603 -86.286
6.528 23.2879 -37.2158 -174.783
6.529 22.9699 -37.0598 -173.884
6.53 22.6521 -36.9376 -172.98
6.531 22.3346 -36.8298 -172.057
6.532 22.0176 -36.7311 -171.113
6.533 21.7009 -36.6391 -170.143
6.534 21.3847 -36.5528 -169.149
6.535 21.069 -36.4712 -168.129
6.536 20.7538 -36.394 -167.082
6.537 20.4391 -36.3208 -166.009
6.538 20.1251 -36.2514 -164.91
6.539 19.8118 -36.1858 -163.782
6.54 19.4994 -36.1242 -162.625
6.541 19.1877 -36.0661 -161.44
6.542 18.8767 -36.0112 -160.23
6.543 18.5664 -35.9596 -158.993
6.544 18.257 -35.9113 -157.729
6.545 17.9483 -35.8661 -156.44
6.546 17.6404 -35.8241 -155.124
6.547 17.3334 -35.7852 -153.782
6.548 17.0273 -35.7495 -152.414
6.549 16.7222 -35.7169 -151.02
6.55 16.418 -35.6872 -149.6
6.551 16.1147 -35.6605 -148.154
6.552 15.8125 -35.6367 -146.681
6.553 15.5112 -35.6157 -145.182
6.554 15.211 -35.5973 -143.655
6.555 14.9118 -35.5813 -142.099
6.556 14.6136 -35.5673 -140.513
6.557 14.3164 -35.5546 -138.893
6.558 14.02 -35.5417 -137.23
6.559 13.7242 -35.5241 -135.502
6.56 13.4226 -35.4203 -133.283
6.561 13.1288 -35.2353 -131.53
6.562 20.7504 -39.3768 -246.36
6.563 20.4241 -39.3257 -244.146
6.564 20.0992 -39.2861 -241.939
6.565 19.7753 -39.2519 -239.711
6.566 19.4524 -39.2179 -237.445
6.567 19.1295 -39.1458 -235.078
6.568 18.8083 -39.1183 -232.742
6.569 18.4882 -39.0999 -230.379
6.57 18.1694 -39.0482 -228.008
6.571 17.8523 -38.8637 -225.694
6.572 17.5362 -38.6764 -223.341
6.573 17.2211 -38.4833 -220.945
6.574 16.9068 -38.2764 -218.495
6.575 16.5924 -38.0036 -215.906
6.576 16.2804 -37.7776 -213.374
6.577 15.9694 -37.4948 -210.772
6.578 15.6592 -37.0921 -208.05
6.579 15.3508 -36.8621 -205.411
6.58 15.0434 -36.6348 -202.728
6.581 14.7361 -36.3596 -199.925
6.582 14.4254 -35.8896 -196.763
6.583 14.1221 -35.6734 -193.986
6.584 13.821 -35.4857 -191.223
6.585 13.5218 -35.3127 -188.452
6.586 13.2246 -35.1496 -185.665
6.587 12.9293 -34.994 -182.858
6.588 12.6363 -34.8445 -180.031
6.589 12.3463 -34.7004 -177.182
6.59 12.0714 -34.5625 -174.312
6.591 11.7924 -34.4289 -171.415
6.592 11.5092 -34.3122 -168.473
6.593 11.2241 -34.1852 -165.524
6.594 10.9394 -34.0567 -162.554
6.595 10.6556 -33.9286 -159.558
6.596 18.7458 -38.7713 -298.394
6.597 18.4264 -38.6026 -294.815
6.598 18.1094 -38.4272 -291.105
6.599 17.7917 -38.132 -286.885
6.6 17.4757 -37.9607 -283.125
6.601 17.1608 -37.8069 -279.381
6.602 16.8472 -37.6616 -275.62
6.603 16.5348 -37.5219 -271.83
6.604 16.2234 -37.3786 -268.001
6.605 15.9138 -37.247 -264.143
6.606 15.6058 -37.1216 -260.25
6.607 15.2993 -37.0004 -256.322
6.608 14.9946 -36.883 -252.356
6.609 14.6916 -36.769 -248.353
6.61 14.3904 -36.6585 -244.312
6.611 14.0914 -36.5517 -240.231
6.612 13.7952 -36.4503 -236.103
6.613 13.5052 -36.3637 -231.889
6.614 13.2187 -36.2777 -227.607
6.615 12.9279 -36.18 -223.375
6.616 12.6407 -36.0813 -219.086
6.617 12.3583 -35.9819 -214.729
6.618 12.0728 -35.8878 -210.411
6.619 11.7908 -35.7986 -206.049
6.62 11.5099 -35.7058 -201.693
6.621 11.2362 -35.6128 -197.316
6.622 10.9584 -35.5209 -192.911
6.623 10.6915 -35.4296 -188.474
6.624 10.4209 -35.3292 -183.954
6.625 10.1461 -35.2336 -179.46
6.626 9.87327 -35.1269 -174.932
6.627 9.59953 -35.0288 -170.399
6.628 9.32654 -34.9302 -165.846
6.629 9.05496 -34.8157 -161.259
6.63 17.6533 -39.0715 -323.418
6.631 17.3462 -38.8791 -318.133
6.632 17.0392 -38.3445 -312.328
6.633 16.7338 -38.1657 -306.96
6.634 16.4297 -38.0373 -301.611
6.635 16.1269 -37.9305 -296.242
6.636 15.8255 -37.8371 -290.845
6.637 15.5255 -37.7536 -285.414
6.638 15.2269 -37.6779 -279.948
6.639 14.9298 -37.6088 -274.447
6.64 14.6343 -37.5455 -268.91
6.641 14.3403 -37.4875 -263.337
6.642 14.0479 -37.4343 -257.73
6.643 13.7571 -37.3855 -252.088
6.644 13.468 -37.3411 -246.413
6.645 13.1806 -37.3008 -240.705
6.646 12.8949 -37.2644 -234.965
6.647 12.6109 -37.232 -229.194
6.648 12.3285 -37.2034 -223.393
6.649 12.0478 -37.1786 -217.562
6.65 11.7688 -37.1575 -211.703
6.651 11.4913 -37.1403 -205.816
6.652 11.2155 -37.127 -199.902
6.653 10.9414 -37.1177 -193.961
6.654 10.669 -37.1125 -187.995
6.655 10.3982 -37.1117 -182.005
6.656 10.1294 -37.1155 -175.99
6.657 9.8625 -37.1245 -169.951
6.658 9.59782 -37.1391 -163.888
6.659 9.33605 -37.1604 -157.801
6.66 9.08459 -37.1893 -151.691
6.661 8.82611 -37.2309 -145.546
6.662 8.56789 -37.2925 -139.357
6.663 8.30972 -37.4173 -133.053
6.664 17.4754 -40.985 -317.346
6.665 17.1828 -41.058 -310.434
6.666 16.8924 -41.0964 -303.528
6.667 16.6037 -41.1221 -296.59
6.668 16.3165 -41.1422 -289.605
6.669 16.0307 -41.1612 -282.559
6.67 15.7457 -41.1862 -275.416
6.671 15.4536 -41.3225 -267.619
6.672 15.1742 -41.3567 -260.302
6.673 14.8953 -41.3587 -253.088
6.674 14.6182 -41.3448 -245.877
6.675 14.3429 -41.3124 -238.645
6.676 14.0688 -41.159 -231.315
6.677 13.7968 -41.0533 -223.994
6.678 13.5266 -41.0062 -216.685
6.679 13.2579 -40.9628 -209.346
6.68 12.9905 -40.9138 -201.96
6.681 12.7238 -40.8466 -194.49
6.682 12.4488 -40.6002 -186.35
6.683 12.1842 -40.503 -178.753
6.684 11.9235 -40.4357 -171.266
6.685 11.6682 -40.3692 -163.794
6.686 11.4124 -40.29 -156.304
6.687 11.1574 -40.1676 -148.751
6.688 10.8968 -39.6647 -140.644
6.689 10.6448 -39.5341 -133.074
6.69 10.3959 -39.4627 -125.586
6.691 10.1495 -39.4131 -118.129
6.692 9.90531 -39.3754 -110.689
6.693 9.6633 -39.3449 -103.26
6.694 9.42347 -39.3186 -95.8403
6.695 9.18579 -39.2944 -88.4277
6.696 8.95027 -39.2702 -81.0211
6.697 8.71692 -39.2434 -73.6194
6.698 18.6208 -40.3309 -280.842
6.699 18.3574 -40.2411 -272.783
6.7 18.0964 -40.1267 -264.678
6.701 17.8388 -39.8654 -256.448
6.702 17.5803 -39.5337 -248.142
6.703 17.329 -39.3901 -239.938
6.704 17.0788 -39.2889 -231.734
6.705 16.8348 -39.1787 -223.486
6.706 16.5989 -39.0369 -215.168
6.707 16.3566 -38.9561 -206.911
6.708 16.117 -38.8771 -198.636
6.709 15.8839 -38.7741 -190.307
6.71 15.6509 -38.6915 -181.988
6.711 15.4265 -38.5741 -173.598
6.712 15.2082 -38.4609 -165.178
6.713 14.987 -38.3773 -156.787
6.714 14.7799 -38.2849 -148.291
6.715 14.5923 -38.1497 -139.586
6.716 14.3899 -38.0731 -131.099
6.717 14.1842 -38.0194 -122.652
6.718 13.9806 -37.9732 -114.13
6.719 13.7657 -37.9227 -105.783
6.72 13.5506 -37.8735 -97.4668
6.721 13.3368 -37.8259 -89.1686
6.722 13.1249 -37.7806 -80.8824
6.723 12.9159 -37.7402 -72.6007
6.724 12.7165 -37.7378 -64.2618
6.725 12.5311 -37.7599 -55.8186
6.726 12.3293 -37.7191 -47.5753
6.727 12.1269 -37.668 -39.3778
6.728 11.9257 -37.6115 -31.2117
6.729 11.7263 -37.5515 -23.0726
6.73 11.5309 -37.4948 -14.9494
6.731 11.3355 -37.4288 -6.86383
6.732 21.992 -37.6846 -235.376
6.733 21.7621 -37.6655 -226.583
6.734 21.5431 -37.7002 -217.684
6.735 21.3211 -37.7087 -208.814
6.736 21.095 -37.6839 -199.986
6.737 20.8697 -37.6534 -191.156
6.738 20.6458 -37.6223 -182.319
6.739 20.4263 -37.6216 -173.454
6.74 20.2054 -37.5859 -164.608
6.741 19.9856 -37.542 -155.763
6.742 19.7672 -37.4937 -146.919
6.743 19.5505 -37.442 -138.075
6.744 19.3355 -37.3873 -129.234
6.745 19.1222 -37.3301 -120.395
6.746 18.9106 -37.2705 -111.562
6.747 18.7007 -37.2086 -102.735
6.748 18.4926 -37.1447 -93.9149
6.749 18.2864 -37.0789 -85.1018
6.75 18.0821 -37.0116 -76.2993
6.751 17.8797 -36.9437 -67.5087
6.752 17.6799 -36.8798 -58.7284
6.753 17.4834 -36.8295 -49.9533
6.754 17.2869 -36.7557 -41.2114
6.755 17.0922 -36.678 -32.4905
6.756 16.8994 -36.5974 -23.7916
6.757 16.7086 -36.5144 -15.1158
6.758 16.5198 -36.4293 -6.46474
6.759 16.3331 -36.342 2.16038
6.76 16.1483 -36.2528 10.7579
6.761 15.9656 -36.1619 19.3261
6.762 15.785 -36.0694 27.8636
6.763 15.6065 -35.9753 36.3688
6.764 15.43 -35.8798 44.8402
6.765 15.2556 -35.783 53.2763
6.766 26.508 -36.4719 -199.538
6.767 26.296 -36.4368 -190.33
6.768 26.0852 -36.4021 -181.108
6.769 25.8759 -36.3691 -171.874
6.77 25.6679 -36.3397 -162.63
6.771 25.4612 -36.3206 -153.372
6.772 25.2546 -36.3854 -144.049
6.773 25.0512 -36.3746 -134.786
6.774 24.8496 -36.354 -125.533
6.775 24.6497 -36.3282 -116.284
6.776 24.4514 -36.2993 -107.041
6.777 24.2547 -36.268 -97.8044
6.778 24.0597 -36.2349 -88.5757
6.779 23.8663 -36.2003 -79.3568
6.78 23.6746 -36.1644 -70.1492
6.781 23.4846 -36.1274 -60.9549
6.782 23.2962 -36.0894 -51.7755
6.783 23.1096 -36.0505 -42.6128
6.784 22.9247 -36.0108 -33.4685
6.785 22.7414 -35.9704 -24.3443
6.786 22.5597 -35.9293 -15.242
6.787 22.3796 -35.8876 -6.16315
6.788 22.2013 -35.843 2.88868
6.789 22.0246 -35.7962 11.9123
6.79 21.8497 -35.7491 20.9072
