# <sim_time> <Fx> <Fy> <Fz>
26.988 57.5765 -2.42381 -144.596
26.989 58.0107 -2.50534 -150.59
26.99 58.4343 -2.67411 -156.841
26.991 58.8575 -2.83637 -163.054
26.992 59.2827 -2.98826 -169.209
26.993 59.7259 -3.15857 -175.266
26.994 60.1731 -3.24487 -181.159
26.995 60.6242 -3.37866 -187.158
26.996 45.5366 -4.15098 162.975
26.997 45.919 -4.20012 156.177
26.998 46.2932 -4.24323 149.363
26.999 46.6683 -4.28136 142.529
27 47.0452 -4.31478 135.673
27.001 47.4244 -4.34364 128.798
27.002 47.8061 -4.36798 121.903
27.003 48.1905 -4.38774 114.989
27.004 48.5778 -4.40274 108.057
27.005 48.9679 -4.41256 101.109
27.006 49.3608 -4.41631 94.1428
27.007 49.7567 -4.412 87.1603
27.008 50.1556 -4.39373 80.1582
27.009 50.5579 -4.24921 73.0633
27.01 50.9628 -4.19041 66.0179
27.011 51.3704 -4.1703 58.9919
27.012 51.7808 -4.16009 51.9677
27.013 52.1939 -4.15475 44.9431
27.014 52.6098 -4.15125 37.9177
27.015 53.0278 -4.14984 30.9075
27.016 53.448 -4.14975 23.9091
27.017 53.8709 -4.15003 16.9134
27.018 54.2967 -4.15057 9.92159
27.019 54.7251 -4.15136 2.93528
27.02 55.1563 -4.15277 -4.04403
27.021 55.5902 -4.1542 -11.0148
27.022 56.0268 -4.15645 -17.9755
27.023 56.466 -4.15866 -24.9244
27.024 56.9077 -4.16133 -31.8599
27.025 57.3521 -4.16476 -38.7804
27.026 57.7989 -4.17007 -45.6842
27.027 58.2483 -4.17587 -52.5695
27.028 58.7048 -4.22712 -59.4707
27.029 59.159 -4.23514 -66.3139
27.03 44.2567 -2.39109 276.554
27.031 44.6465 -2.32572 268.853
27.032 45.0401 -2.26 261.101
27.033 45.4376 -2.19374 253.299
27.034 45.8392 -2.12676 245.448
27.035 46.2448 -2.05891 237.549
27.036 46.6546 -1.99001 229.603
27.037 47.0688 -1.9199 221.611
27.038 47.4877 -1.84837 213.574
27.039 47.9116 -1.7752 205.492
27.04 48.3419 -1.70011 197.365
27.041 48.7835 -1.62301 189.19
27.042 49.2647 -1.5453 180.957
27.043 49.711 -1.46009 172.69
27.044 50.1572 -1.36778 164.371
27.045 50.606 -1.26342 155.981
27.046 51.059 -1.12846 147.453
27.047 51.5278 -0.763844 138.06
27.048 51.9866 -0.631023 129.495
27.049 52.4464 -0.532841 121.032
27.05 52.9084 -0.450157 112.598
27.051 53.3731 -0.375397 104.176
27.052 53.8407 -0.306223 95.756
27.053 54.3112 -0.241406 87.3366
27.054 54.7847 -0.180236 78.9163
27.055 55.2612 -0.122281 70.4951
27.056 55.7406 -0.0672729 62.0734
27.057 56.223 -0.0150527 53.652
27.058 56.7083 0.0344658 45.2321
27.059 57.1966 0.0813155 36.8151
27.06 57.6897 0.128748 28.3257
27.061 58.182 0.210395 19.8605
27.062 58.6771 0.287909 11.4046
27.063 59.1751 0.361272 2.95953
27.064 43.9939 2.85967 337.977
27.065 44.4191 3.00733 328.717
27.066 44.8489 3.15816 319.398
27.067 45.2845 3.36925 309.937
27.068 45.7236 3.52027 300.51
27.069 46.1667 3.65869 291.05
27.07 46.614 3.79151 281.547
27.071 47.0654 3.92066 272.001
27.072 47.5209 4.04712 262.412
27.073 47.9807 4.17158 252.78
27.074 48.4446 4.29463 243.107
27.075 48.9126 4.41691 233.393
27.076 49.3848 4.53929 223.638
27.077 49.8611 4.6636 213.843
27.078 50.3417 4.79905 203.996
27.079 50.827 4.9706 194.061
27.08 51.3153 5.09512 184.163
27.081 51.8074 5.21451 174.242
27.082 52.3033 5.33125 164.296
27.083 52.8027 5.44442 154.328
27.084 53.3055 5.5543 144.338
27.085 53.8119 5.6636 134.326
27.086 54.3218 5.77307 124.293
27.087 54.8351 5.88377 114.239
27.088 55.3519 5.99734 104.165
27.089 55.872 6.1168 94.0668
27.09 56.3955 6.2487 83.9378
27.091 56.9242 6.41065 73.758
27.092 57.4593 6.99308 63.1154
27.093 57.9898 7.23821 52.9645
27.094 58.5208 7.41162 42.9263
27.095 59.0534 7.55919 32.9278
27.096 59.5862 7.68344 22.9417
27.097 60.1234 7.81088 12.9997
27.098 44.5838 8.88643 345.708
27.099 45.0549 9.0788 334.892
27.1 45.5324 9.24007 324.064
27.101 46.0173 9.38277 313.205
27.102 46.5116 9.51266 302.308
27.103 47.0208 9.63341 291.368
27.104 47.6324 9.75722 280.349
27.105 48.1589 9.86155 269.325
27.106 48.6697 9.95099 258.259
27.107 49.1801 10.0422 247.173
27.108 49.6916 10.1288 236.055
27.109 50.2052 10.2107 224.906
27.11 50.7214 10.2881 213.726
27.111 51.2408 10.3612 202.517
27.112 51.7633 10.4302 191.282
27.113 52.2893 10.495 180.022
27.114 52.8186 10.5548 168.74
27.115 53.3511 10.6069 157.44
27.116 53.8871 10.6546 146.122
27.117 54.4257 10.7136 134.81
27.118 54.9654 10.8114 123.548
27.119 55.5085 10.9076 112.279
27.12 56.0545 11.005 101.007
27.121 56.6033 11.1027 89.7328
27.122 57.1566 11.1867 78.4474
27.123 57.711 11.2848 67.1767
27.124 58.2682 11.3831 55.9114
27.125 58.828 11.4818 44.6541
27.126 59.3903 11.5809 33.4073
27.127 59.955 11.6804 22.1735
27.128 60.522 11.7803 10.9551
27.129 61.0912 11.8806 -0.245302
27.13 61.6624 11.9813 -11.4252
27.131 62.2355 12.0823 -22.582
27.132 46.1958 10.8589 310.981
27.133 46.7006 10.9504 299.067
27.134 47.2089 11.0382 287.106
27.135 47.721 11.1223 275.099
27.136 48.2366 11.2029 263.051
27.137 48.7559 11.28 250.962
27.138 49.279 11.3534 238.837
27.139 49.8059 11.4233 226.676
27.14 50.3366 11.4895 214.484
27.141 50.8713 11.552 202.262
27.142 51.4099 11.6108 190.012
27.143 51.9524 11.6657 177.739
27.144 52.4958 11.757 165.51
27.145 53.0421 11.8608 153.288
27.146 53.592 11.9633 141.053
27.147 54.1452 12.0668 128.81
27.148 54.7016 12.1708 116.561
27.149 55.261 12.2752 104.308
27.15 55.8235 12.3801 92.0546
27.151 56.3889 12.4857 79.8031
27.152 56.9573 12.5918 67.5565
27.153 57.5294 12.6911 55.3112
27.154 58.1034 12.7984 43.0826
27.155 58.6801 12.9063 30.8673
27.156 59.2593 13.0149 18.6681
27.157 59.8411 13.1242 6.4876
27.158 60.4253 13.2341 -5.67135
27.159 61.0117 13.3447 -17.8061
27.16 61.6002 13.4559 -29.914
27.161 62.1907 13.5677 -41.9924
27.162 62.7828 13.6779 -54.0379
27.163 63.3761 13.7825 -66.0474
27.164 63.9691 13.8841 -78.0347
27.165 64.565 13.9905 -89.963
27.166 48.0344 10.7551 239.194
27.167 48.5621 10.8365 226.508
27.168 49.0934 10.9147 213.793
27.169 49.6282 10.9893 201.051
27.17 50.1666 11.06 188.283
27.171 50.7063 11.1647 175.547
27.172 51.248 11.2834 162.824
27.173 51.7928 11.3995 150.088
27.174 52.3407 11.5143 137.338
27.175 52.891 11.6279 124.577
27.176 53.4429 11.7376 111.799
27.177 53.99 11.8226 98.9448
27.178 54.5482 11.9361 86.1751
27.179 55.1098 12.0535 73.4188
27.18 55.6742 12.1726 60.672
27.181 56.2409 12.2929 47.9337
27.182 56.8089 12.4136 35.1957
27.183 57.3735 12.5317 22.3969
27.184 57.9467 12.6546 9.70941
27.185 58.5227 12.7774 -2.94585
27.186 59.1002 12.9023 -15.569
27.187 59.679 13.028 -28.1602
27.188 60.2583 13.1542 -40.7172
27.189 60.8368 13.2809 -53.2371
27.19 61.4119 13.4079 -65.7161
27.191 61.9729 13.5338 -78.1471
27.192 62.4408 13.6436 -90.4914
27.193 63.0103 13.7656 -102.826
27.194 63.5942 13.8923 -115.109
27.195 64.193 14.0479 -127.262
27.196 64.7897 14.1815 -139.43
27.197 65.3884 14.31 -151.56
27.198 65.9897 14.4373 -163.637
27.199 66.5933 14.5639 -175.657
27.2 49.6026 9.81468 149.219
27.201 50.1327 9.96448 136.57
27.202 50.6662 10.103 123.897
27.203 51.2024 10.2399 111.218
27.204 51.7412 10.3771 98.5341
27.205 52.2816 10.5141 85.8405
27.206 52.8195 10.6482 73.0789
27.207 53.3659 10.7866 60.4093
27.208 53.9156 10.926 47.7612
27.209 54.4681 11.0661 35.1319
27.21 55.0234 11.207 22.5227
27.211 55.5812 11.3486 9.93551
27.212 56.1416 11.4909 -2.62759
27.213 56.7043 11.6339 -15.1643
27.214 57.2693 11.7774 -27.6725
27.215 57.8365 11.9216 -40.15
27.216 58.4057 12.0664 -52.5953
27.217 58.9767 12.212 -65.0078
27.218 59.5487 12.3599 -77.3952
27.219 60.1177 12.5219 -89.7994
27.22 60.6944 12.6678 -102.086
27.221 61.2736 12.8124 -114.316
27.222 61.8547 12.955 -126.492
27.223 62.4373 13.0913 -138.609
27.224 63.0215 13.2272 -150.67
27.225 63.6073 13.3627 -162.671
27.226 64.1944 13.4976 -174.611
27.227 64.7828 13.6319 -186.487
27.228 65.3724 13.7656 -198.296
27.229 65.963 13.8985 -210.036
27.23 66.5546 14.0307 -221.705
27.231 67.1471 14.1619 -233.299
27.232 67.7403 14.2921 -244.816
27.233 68.3337 14.4185 -256.252
27.234 50.9882 8.79633 65.9277
27.235 51.5074 8.95932 53.9019
27.236 52.0293 9.11761 41.8875
27.237 52.5536 9.27227 29.8864
27.238 53.0802 9.42645 17.9051
27.239 53.609 9.58022 5.94544
27.24 54.1397 9.73363 -5.99078
27.241 54.6723 9.88676 -17.9019
27.242 55.2064 10.0399 -29.7874
27.243 55.7415 10.1942 -41.6538
27.244 56.2743 10.3558 -53.54
27.245 56.8134 10.507 -65.3231
27.246 57.3545 10.6564 -77.0596
27.247 57.8973 10.8043 -88.7505
27.248 58.4414 10.9509 -100.394
27.249 58.9868 11.0962 -111.989
27.25 59.5333 11.24 -123.533
27.251 60.0807 11.3823 -135.023
27.252 60.6289 11.5229 -146.456
27.253 61.1777 11.6617 -157.83
27.254 61.7266 11.7973 -169.142
27.255 62.2741 11.9374 -180.376
27.256 62.8218 12.0633 -191.553
27.257 63.367 12.1863 -202.658
27.258 63.8975 12.3048 -213.683
27.259 64.4047 12.4176 -224.621
27.26 64.9503 12.5302 -235.498
27.261 65.4997 12.6386 -246.295
27.262 66.051 12.7416 -257.007
27.263 66.6031 12.8359 -267.628
27.264 67.1557 12.9218 -278.154
27.265 67.7084 12.9967 -288.579
27.266 68.261 13.0565 -298.892
27.267 68.813 13.0931 -309.08
27.268 51.3745 6.81216 3.98774
27.269 51.8618 6.88614 -6.73154
27.27 52.3492 6.90178 -17.3352
27.271 52.8261 6.42449 -27.0966
27.272 53.3151 6.39192 -37.5672
27.273 53.8072 6.43981 -48.1407
27.274 54.3005 6.51369 -58.726
27.275 54.7931 6.58711 -69.2805
27.276 55.2884 6.68099 -79.8233
27.277 55.7802 6.78253 -90.3363
27.278 56.2674 6.88867 -100.812
27.279 56.7664 6.9992 -111.254
27.28 57.2673 7.11241 -121.655
27.281 57.7697 7.22754 -132.009
27.282 58.2732 7.34398 -142.315
27.283 58.7776 7.46119 -152.568
27.284 59.2827 7.57864 -162.765
27.285 59.7885 7.69566 -172.904
27.286 60.2947 7.81129 -182.981
27.287 60.8013 7.92346 -192.989
27.288 61.3078 8.01731 -202.904
27.289 61.8136 8.07522 -212.696
27.29 62.3206 8.17889 -222.494
27.291 62.8276 8.28645 -232.226
27.292 63.3346 8.39555 -241.886
27.293 63.8413 8.50524 -251.47
27.294 64.3459 8.63387 -260.96
27.295 64.8519 8.74328 -270.382
27.296 65.3571 8.85012 -279.718
27.297 65.8615 8.95579 -288.964
27.298 66.3651 9.05994 -298.117
27.299 66.8677 9.16217 -307.172
27.3 67.3692 9.26205 -316.124
27.301 67.8693 9.35913 -324.966
27.302 50.6967 2.97527 -29.461
27.303 51.141 3.11055 -38.8107
27.304 51.5858 3.239 -48.1169
27.305 52.0311 3.35914 -57.3725
27.306 52.4766 3.46782 -66.5673
27.307 52.9221 3.55818 -75.6838
27.308 53.3686 3.64156 -84.7095
27.309 53.8129 3.65012 -93.4895
27.31 54.2413 3.32722 -101.095
27.311 54.6873 3.38062 -109.88
27.312 55.1355 3.47243 -118.757
27.313 55.5847 3.58039 -127.644
27.314 56.0344 3.69754 -136.516
27.315 56.4844 3.82065 -145.358
27.316 56.9344 3.94796 -154.164
27.317 57.3844 4.07838 -162.926
27.318 57.8342 4.21124 -171.641
27.319 58.2836 4.34609 -180.305
27.32 58.7326 4.48264 -188.915
27.321 59.1808 4.62076 -197.466
27.322 59.6283 4.76043 -205.957
27.323 60.0747 4.90187 -214.384
27.324 60.5196 5.04242 -222.741
27.325 60.9628 5.18624 -231.024
27.326 61.4088 5.37187 -239.179
27.327 61.8406 5.53075 -247.298
27.328 62.2421 5.67728 -255.351
27.329 62.6753 5.81803 -263.347
27.33 63.1073 5.9565 -271.266
27.331 63.5311 6.0898 -279.102
27.332 63.8845 6.22122 -286.827
27.333 64.2985 6.35977 -294.494
27.334 64.7232 6.49805 -302.077
27.335 65.1509 6.63715 -309.571
27.336 48.6593 0.322874 -39.9241
27.337 49.0485 0.483775 -47.8728
27.338 49.4391 0.651858 -55.7785
27.339 49.8283 0.811248 -63.6612
27.34 50.2174 0.970365 -71.5069
27.341 50.6064 1.12992 -79.3121
27.342 50.9953 1.2904 -87.0735
27.343 51.3839 1.45237 -94.7875
27.344 51.7711 1.61693 -102.434
27.345 52.1567 1.78524 -110.005
27.346 52.5417 1.9589 -117.51
27.347 52.9259 2.14172 -124.933
27.348 53.3087 2.34345 -132.235
27.349 53.6869 2.62119 -139.205
27.35 54.0529 3.1085 -145.354
27.351 54.4341 3.31637 -152.473
27.352 54.8164 3.49666 -159.635
27.353 55.1988 3.66298 -166.787
27.354 55.5812 3.81998 -173.911
27.355 55.9633 3.9698 -180.995
27.356 56.3451 4.1136 -188.035
27.357 56.7264 4.25203 -195.024
27.358 57.1097 4.41178 -201.994
27.359 57.4926 4.56985 -208.912
27.36 57.8748 4.72281 -215.768
27.361 58.2558 4.86838 -222.561
27.362 58.636 5.00796 -229.288
27.363 59.0155 5.14344 -235.946
27.364 59.3941 5.27455 -242.535
27.365 59.7716 5.40109 -249.051
27.366 60.1481 5.52283 -255.493
27.367 60.5234 5.63948 -261.859
27.368 60.8975 5.75065 -268.145
27.369 61.2702 5.85573 -274.349
27.37 45.73 -0.508138 -37.9737
27.371 46.0592 -0.480193 -44.3981
27.372 46.3882 -0.559811 -50.6231
27.373 46.7163 -1.06855 -56.1236
27.374 47.0452 -1.07078 -62.4253
27.375 47.3732 -1.01853 -68.7818
27.376 47.7024 -0.952239 -75.1276
27.377 48.0316 -0.87391 -81.4621
27.378 48.3605 -0.786892 -87.7781
27.379 48.6889 -0.692104 -94.0724
27.38 49.0175 -0.596123 -100.334
27.381 49.3458 -0.497286 -106.563
27.382 49.6738 -0.396165 -112.757
27.383 50.0015 -0.293255 -118.914
27.384 50.3286 -0.188972 -125.031
27.385 50.6553 -0.0836812 -131.107
27.386 50.9814 0.0222611 -137.14
27.387 51.3069 0.128451 -143.126
27.388 51.6317 0.234323 -149.065
27.389 51.9558 0.338852 -154.952
27.39 52.2792 0.439369 -160.785
27.391 52.6019 0.513356 -166.546
27.392 52.924 0.556396 -172.229
27.393 53.2446 0.661305 -177.897
27.394 53.5642 0.774627 -183.508
27.395 53.8826 0.894088 -189.058
27.396 54.1997 1.01963 -194.544
27.397 54.5156 1.1523 -199.959
27.398 54.8299 1.29444 -205.299
27.399 55.1426 1.45074 -210.553
27.4 55.4533 1.63202 -215.702
27.401 55.7611 1.87542 -220.69
27.402 56.0587 2.68971 -224.866
27.403 56.3656 2.99617 -229.714
27.404 42.0791 -2.39815 -35.487
27.405 42.3521 -2.25817 -40.7084
27.406 42.6251 -2.12932 -45.899
27.407 42.8979 -2.01153 -51.0442
27.408 43.1704 -1.90774 -56.114
27.409 43.4425 -1.83658 -60.9762
27.41 43.7135 -1.88672 -65.0289
27.411 43.9851 -1.80407 -69.9841
27.412 44.2563 -1.71106 -75.0079
27.413 44.5271 -1.61506 -80.0473
27.414 44.7973 -1.51842 -85.0841
27.415 45.0668 -1.42222 -90.1089
27.416 45.3355 -1.32711 -95.1158
27.417 45.6032 -1.23352 -100.101
27.418 45.8695 -1.14181 -105.06
27.419 46.1334 -1.05245 -109.99
27.42 46.3906 -0.966194 -114.887
27.421 46.6283 -0.882096 -119.742
27.422 46.8885 -0.80606 -124.572
27.423 47.1496 -0.744699 -129.36
27.424 47.4086 -0.751868 -134.067
27.425 47.6702 -0.687886 -138.786
27.426 47.9317 -0.617907 -143.472
27.427 48.1933 -0.546318 -148.127
27.428 48.4546 -0.474915 -152.745
27.429 48.7152 -0.404887 -157.321
27.43 48.975 -0.337179 -161.852
27.431 49.234 -0.2732 -166.337
27.432 49.4918 -0.216505 -170.772
27.433 49.7464 -0.227648 -175.115
27.434 50.0018 -0.188077 -179.445
27.435 50.2569 -0.132039 -183.738
27.436 50.511 -0.0725841 -187.983
27.437 50.7641 -0.0120737 -192.178
27.438 37.9849 -4.90291 -46.3335
27.439 38.2105 -4.8228 -50.6275
27.44 38.4359 -4.74308 -54.9018
27.441 38.6611 -4.66394 -59.1555
27.442 38.886 -4.58554 -63.3873
27.443 39.1105 -4.50797 -67.5961
27.444 39.3348 -4.43133 -71.7811
27.445 39.5586 -4.3557 -75.9409
27.446 39.7821 -4.28115 -80.0747
27.447 40.0051 -4.20776 -84.1812
27.448 40.2276 -4.13561 -88.2594
27.449 40.4496 -4.06481 -92.3081
27.45 40.671 -3.99547 -96.3263
27.451 40.8918 -3.92778 -100.313
27.452 41.112 -3.86203 -104.266
27.453 41.3314 -3.79874 -108.184
27.454 41.5501 -3.73902 -112.065
27.455 41.7676 -3.68658 -115.906
27.456 41.9816 -3.68914 -119.672
27.457 42.1969 -3.65566 -123.423
27.458 42.4121 -3.60141 -127.147
27.459 42.6262 -3.54328 -130.83
27.46 42.8378 -3.49057 -134.462
27.461 43.0402 -3.4273 -138.045
27.462 43.2502 -3.35908 -141.576
27.463 43.461 -3.28408 -145.039
27.464 43.6714 -3.19476 -148.401
27.465 43.8807 -2.94429 -151.057
27.466 44.0895 -2.79518 -154.081
27.467 44.2979 -2.71462 -157.337
27.468 44.5054 -2.65005 -160.608
27.469 44.7119 -2.59474 -163.864
27.47 44.9173 -2.54632 -167.092
27.471 45.1215 -2.50376 -170.286
27.472 33.9298 -6.74903 -75.3512
27.473 34.1135 -6.69223 -78.5443
27.474 34.2967 -6.64008 -81.7183
27.475 34.4796 -6.59298 -84.8704
27.476 34.6619 -6.55186 -87.9973
27.477 34.8435 -6.51833 -91.0939
27.478 35.024 -6.49892 -94.1494
27.479 35.1961 -6.61047 -96.978
27.48 35.3734 -6.63448 -99.9247
27.481 35.5529 -6.61727 -102.915
27.482 35.7325 -6.59204 -105.895
27.483 35.912 -6.56398 -108.856
27.484 36.0912 -6.53501 -111.794
27.485 36.2701 -6.50661 -114.706
27.486 36.4489 -6.48235 -117.586
27.487 36.6266 -6.4569 -120.441
27.488 36.8039 -6.43765 -123.26
27.489 36.9769 -6.43968 -126.023
27.49 37.1489 -6.43449 -128.767
27.491 37.3238 -6.41332 -131.501
27.492 37.4987 -6.39071 -134.205
27.493 37.6731 -6.36802 -136.878
27.494 37.847 -6.34579 -139.518
27.495 38.0203 -6.32436 -142.124
27.496 38.193 -6.30393 -144.696
27.497 38.365 -6.28468 -147.232
27.498 38.5364 -6.26674 -149.731
27.499 38.7069 -6.25023 -152.194
27.5 38.8768 -6.23527 -154.618
27.501 39.0458 -6.22197 -157.004
27.502 39.214 -6.21044 -159.351
27.503 39.3814 -6.2008 -161.658
27.504 39.548 -6.19316 -163.924
27.505 39.7136 -6.18767 -166.149
27.506 30.1187 -9.91283 -122.116
27.507 30.2669 -9.87822 -124.251
27.508 30.4147 -9.84545 -126.358
27.509 30.5623 -9.81462 -128.433
27.51 30.7094 -9.7859 -130.476
27.511 30.857 -9.76264 -132.435
27.512 31.0045 -9.74443 -134.364
27.513 31.1516 -9.72908 -136.26
27.514 31.2982 -9.71719 -138.121
27.515 31.4443 -9.70984 -139.943
27.516 31.5896 -9.70996 -141.722
27.517 31.7322 -9.76754 -143.355
27.518 31.8753 -9.801 -145.007
27.519 32.0192 -9.80641 -146.687
27.52 32.1627 -9.80824 -148.342
27.521 32.3059 -9.80972 -149.967
27.522 32.4485 -9.81316 -151.56
27.523 32.5906 -9.81831 -153.119
27.524 32.7322 -9.8256 -154.642
27.525 32.8731 -9.83557 -156.128
27.526 33.0134 -9.84875 -157.576
27.527 33.153 -9.86581 -158.985
27.528 33.2919 -9.88768 -160.353
27.529 33.4301 -9.91572 -161.679
27.53 33.5675 -9.95249 -162.959
27.531 33.7041 -10.0045 -164.188
27.532 33.8398 -10.1819 -165.29
27.533 33.9744 -10.2795 -166.397
27.534 34.1075 -10.3488 -167.46
27.535 34.2331 -10.4492 -168.262
27.536 34.364 -10.5219 -169.226
27.537 34.4951 -10.5981 -170.176
27.538 34.6255 -10.6905 -171.073
27.539 34.7542 -10.8313 -171.868
27.54 26.8183 -14.2463 -175.451
27.541 26.9347 -14.3287 -176.098
27.542 27.0517 -14.3867 -176.744
27.543 27.1715 -14.4423 -177.346
27.544 27.2883 -14.4826 -177.949
27.545 27.4045 -14.5184 -178.524
27.546 27.5201 -14.5527 -179.067
27.547 27.6353 -14.5879 -179.572
27.548 27.7499 -14.627 -180.036
27.549 27.8639 -14.6769 -180.447
27.55 27.9761 -14.8017 -180.714
27.551 28.0871 -14.9717 -180.878
27.552 28.1997 -15.0197 -181.182
27.553 28.3122 -15.0548 -181.466
27.554 28.4243 -15.0835 -181.723
27.555 28.5359 -15.1087 -181.946
27.556 28.6472 -15.1318 -182.131
27.557 28.7591 -15.1571 -182.223
27.558 28.8708 -15.1836 -182.279
27.559 28.9821 -15.2104 -182.295
27.56 29.093 -15.2385 -182.27
27.561 29.2037 -15.2688 -182.2
27.562 29.3146 -15.3035 -182.075
27.563 29.4292 -15.3507 -181.847
27.564 29.5391 -15.3958 -181.629
27.565 29.6493 -15.4548 -181.339
27.566 29.7647 -15.6132 -180.848
27.567 29.8676 -15.7336 -180.306
27.568 29.9728 -15.8146 -179.892
27.569 30.0757 -16.0404 -179.249
27.57 30.1791 -16.1342 -178.763
27.571 30.2822 -16.1904 -178.298
27.572 30.3847 -16.2351 -177.815
27.573 30.4864 -16.2742 -177.306
27.574 24.4545 -18.3349 -213.67
27.575 24.5484 -18.3168 -212.989
27.576 24.6418 -18.2907 -212.26
27.577 24.7347 -18.2538 -211.474
27.578 24.8271 -18.199 -210.62
27.579 24.919 -18.101 -209.661
27.58 25.0099 -17.6299 -208.128
27.581 25.1008 -17.5213 -207.055
27.582 25.1912 -17.4763 -206.017
27.583 25.2814 -17.458 -204.951
27.584 25.3737 -17.4576 -203.798
27.585 25.4639 -17.4834 -202.592
27.586 25.5483 -17.5958 -201.295
27.587 25.6325 -17.6773 -199.882
27.588 25.7026 -18.0017 -197.532
27.589 25.787 -18.0717 -196.078
27.59 25.874 -18.1083 -194.695
27.591 25.9687 -18.128 -193.224
27.592 26.0551 -18.1462 -191.862
27.593 26.1402 -18.1612 -190.497
27.594 26.2245 -18.1741 -189.117
27.595 26.3082 -18.1858 -187.717
27.596 26.3912 -18.197 -186.292
27.597 26.4736 -18.2083 -184.841
27.598 26.5554 -18.2203 -183.362
27.599 26.6365 -18.234 -181.854
27.6 26.7169 -18.251 -180.313
27.601 26.7964 -18.2788 -178.736
27.602 26.8743 -18.3373 -177.109
27.603 26.9528 -18.3613 -175.472
27.604 27.0308 -18.3846 -173.804
27.605 27.1083 -18.4102 -172.101
27.606 27.1852 -18.4406 -170.361
27.607 27.2616 -18.479 -168.58
27.608 22.861 -18.7163 -215.496
27.609 22.9287 -18.7717 -213.492
27.61 22.9965 -18.926 -211.309
27.611 23.065 -19.2454 -208.852
27.612 23.1314 -19.2992 -206.715
27.613 23.2005 -19.3137 -204.516
27.614 23.261 -19.2826 -202.17
27.615 23.3249 -19.2883 -199.973
27.616 23.3887 -19.2953 -197.774
27.617 23.4522 -19.3011 -195.555
27.618 23.5152 -19.3054 -193.311
27.619 23.5777 -19.3092 -191.039
27.62 23.6397 -19.311 -188.738
27.621 23.7012 -19.3112 -186.407
27.622 23.7622 -19.3102 -184.044
27.623 23.8226 -19.308 -181.65
27.624 23.8826 -19.3047 -179.223
27.625 23.9419 -19.3004 -176.761
27.626 24.0007 -19.295 -174.266
27.627 24.0589 -19.2884 -171.734
27.628 24.1165 -19.2807 -169.164
27.629 24.1735 -19.2715 -166.554
27.63 24.2297 -19.2606 -163.9
27.631 24.2851 -19.2472 -161.196
27.632 24.3396 -19.2298 -158.429
27.633 24.3927 -19.2042 -155.572
27.634 24.4425 -19.1475 -152.493
27.635 24.4807 -18.9597 -148.643
27.636 24.5316 -18.9424 -145.597
27.637 24.5831 -18.9625 -142.527
27.638 24.6344 -19.1868 -138.669
27.639 24.703 -19.2398 -135.593
27.64 24.7711 -19.2669 -132.66
27.641 24.8386 -19.2898 -129.773
27.642 21.6292 -18.8528 -194.418
27.643 21.6892 -18.8768 -191.389
27.644 21.7486 -18.9062 -188.355
27.645 21.8075 -18.9413 -185.311
27.646 21.8657 -18.9821 -182.257
27.647 21.9232 -19.0285 -179.19
27.648 21.9802 -19.0804 -176.109
27.649 22.0365 -19.1377 -173.013
27.65 22.0921 -19.2005 -169.902
27.651 22.1471 -19.2685 -166.776
27.652 22.2015 -19.3417 -163.633
27.653 22.2647 -19.4115 -160.494
27.654 22.3382 -19.4696 -157.372
27.655 22.4107 -19.5238 -154.243
27.656 22.4834 -19.5683 -151.094
27.657 22.5535 -19.62 -147.947
27.658 22.6221 -19.6757 -144.788
27.659 22.6879 -19.7075 -141.541
27.66 22.7451 -19.827 -138.046
27.661 22.8113 -19.7865 -134.703
27.662 22.8751 -19.7341 -131.395
27.663 22.9376 -19.6719 -128.094
27.664 22.999 -19.601 -124.79
27.665 23.0591 -19.5237 -121.48
27.666 23.1184 -19.4385 -118.166
27.667 23.1767 -19.3535 -114.835
27.668 23.2327 -19.3181 -111.408
27.669 23.2857 -19.2935 -107.954
27.67 23.3392 -19.2625 -104.495
27.671 23.3924 -19.2302 -101.026
27.672 23.4449 -19.1993 -97.5462
27.673 23.4965 -19.171 -94.0565
27.674 23.5473 -19.1467 -90.5595
27.675 23.5972 -19.1291 -87.0591
27.676 21.3028 -19.2426 -167.405
27.677 21.3466 -19.1799 -163.584
27.678 21.3895 -19.1169 -159.736
27.679 21.4318 -19.0532 -155.86
27.68 21.4733 -18.9884 -151.958
27.681 21.514 -18.922 -148.028
27.682 21.5541 -18.8535 -144.07
27.683 21.5934 -18.7823 -140.084
27.684 21.632 -18.7073 -136.067
27.685 21.6699 -18.6273 -132.017
27.686 21.707 -18.54 -127.929
27.687 21.7433 -18.4413 -123.791
27.688 21.7786 -18.3214 -119.576
27.689 21.8119 -18.1361 -115.174
27.69 21.8386 -17.6282 -109.742
27.691 21.8718 -17.484 -105.388
27.692 21.9053 -17.3804 -101.157
27.693 21.9385 -17.2944 -96.9716
27.694 21.9715 -17.2189 -92.8082
27.695 22.0041 -17.1506 -88.6573
27.696 22.0362 -17.0878 -84.5137
27.697 22.068 -17.0295 -80.3745
27.698 22.0994 -16.9755 -76.2372
27.699 22.1303 -16.926 -72.0996
27.7 22.1607 -16.8833 -67.9567
27.701 22.1888 -16.8967 -63.7257
27.702 22.2181 -16.8681 -59.5694
27.703 22.2477 -16.8246 -55.4422
27.704 22.2773 -16.7754 -51.3273
27.705 22.3079 -16.7192 -47.2437
27.706 22.339 -16.6127 -43.1269
27.707 22.3677 -16.5591 -39.0305
