# <sim_time> <x> <y> <z> <qx> <qy> <qz> <qw>
6.518 5.73739 0.411438 -0.156833 -0.00749738 -0.0171602 0.0184098 0.999655
6.519 5.73734 0.411359 -0.156846 -0.00751711 -0.0171177 0.0184126 0.999656
6.52 5.73729 0.411281 -0.156858 -0.00753687 -0.0170752 0.0184154 0.999656
6.521 5.73724 0.411203 -0.156871 -0.00755665 -0.0170327 0.0184182 0.999657
6.522 5.73719 0.411126 -0.156883 -0.00757645 -0.0169902 0.018421 0.999657
6.523 5.73714 0.411048 -0.156894 -0.00759625 -0.0169478 0.0184238 0.999658
6.524 5.73709 0.410971 -0.156906 -0.00761607 -0.0169054 0.0184266 0.999658
6.525 5.73704 0.410894 -0.156917 -0.00763589 -0.016863 0.0184294 0.999659
6.526 5.73699 0.410818 -0.156928 -0.00765571 -0.0168206 0.0184322 0.999659
6.527 5.73694 0.410741 -0.156939 -0.00767553 -0.0167782 0.018435 0.99966
6.528 5.73689 0.410665 -0.156949 -0.00769551 -0.0167359 0.0184379 0.99966
6.529 5.73683 0.410589 -0.156959 -0.00771566 -0.0166935 0.0184407 0.999661
6.53 5.73678 0.410514 -0.156968 -0.00773597 -0.0166512 0.0184435 0.999661
6.531 5.73673 0.410439 -0.156977 -0.00775644 -0.0166088 0.0184464 0.999662
6.532 5.73668 0.410364 -0.156985 -0.00777705 -0.0165665 0.0184492 0.999662
6.533 5.73662 0.410289 -0.156993 -0.00779781 -0.0165242 0.018452 0.999663
6.534 5.73657 0.410214 -0.157 -0.00781871 -0.0164819 0.0184549 0.999663
6.535 5.73651 0.41014 -0.157007 -0.00783974 -0.0164396 0.0184578 0.999664
6.536 5.73646 0.410066 -0.157013 -0.00786091 -0.0163973 0.0184606 0.999664
6.537 5.73641 0.409992 -0.157019 -0.0078822 -0.016355 0.0184635 0.999665
6.538 5.73635 0.409919 -0.157024 -0.00790361 -0.0163128 0.0184664 0.999665
6.539 5.7363 0.409845 -0.157029 -0.00792514 -0.0162706 0.0184693 0.999666
6.54 5.73624 0.409772 -0.157034 -0.00794678 -0.0162284 0.0184721 0.999666
6.541 5.73619 0.4097 -0.157038 -0.00796852 -0.0161863 0.018475 0.999667
6.542 5.73613 0.409627 -0.157041 -0.00799037 -0.0161442 0.0184779 0.999667
6.543 5.73607 0.409555 -0.157044 -0.00801231 -0.0161021 0.0184808 0.999667
6.544 5.73602 0.409483 -0.157047 -0.00803435 -0.0160601 0.0184838 0.999668
6.545 5.73596 0.409412 -0.157049 -0.00805647 -0.0160181 0.0184867 0.999668
6.546 5.7359 0.40934 -0.157051 -0.00807867 -0.0159761 0.0184896 0.999669
6.547 5.73585 0.409269 -0.157052 -0.00810095 -0.0159342 0.0184925 0.999669
6.548 5.73579 0.409198 -0.157053 -0.0081233 -0.0158924 0.0184954 0.99967
6.549 5.73573 0.409128 -0.157053 -0.00814572 -0.0158506 0.0184984 0.99967
6.55 5.73567 0.409057 -0.157053 -0.0081682 -0.0158089 0.0185013 0.99967
6.551 5.73561 0.408987 -0.157053 -0.00819074 -0.0157672 0.0185043 0.999671
6.552 5.73555 0.408917 -0.157052 -0.00821333 -0.0157256 0.0185072 0.999671
6.553 5.7355 0.408848 -0.15705 -0.00823597 -0.015684 0.0185102 0.999672
6.554 5.73544 0.408779 -0.157049 -0.00825865 -0.0156425 0.0185131 0.999672
6.555 5.73538 0.40871 -0.157046 -0.00828137 -0.0156011 0.0185161 0.999673
6.556 5.73532 0.408641 -0.157044 -0.00830412 -0.0155597 0.0185191 0.999673
6.557 5.73526 0.408572 -0.157041 -0.0083269 -0.0155184 0.0185221 0.999673
6.558 5.7352 0.408504 -0.157038 -0.0083497 -0.0154772 0.018525 0.999674
6.559 5.73514 0.408436 -0.157034 -0.00837252 -0.015436 0.018528 0.999674
6.56 5.73507 0.408369 -0.15703 -0.00839535 -0.015395 0.018531 0.999675
6.561 5.73501 0.408301 -0.157025 -0.00841819 -0.015354 0.018534 0.999675
6.562 5.73495 0.408234 -0.15702 -0.0084412 -0.0153131 0.018537 0.999675
6.563 5.73489 0.408167 -0.157014 -0.00846438 -0.0152722 0.01854 0.999676
6.564 5.73483 0.408101 -0.157007 -0.00848772 -0.0152314 0.0185431 0.999676
6.565 5.73477 0.408034 -0.157 -0.00851122 -0.0151906 0.0185461 0.999676
6.566 5.7347 0.407968 -0.156992 -0.00853487 -0.0151499 0.0185491 0.999677
6.567 5.73464 0.407903 -0.156984 -0.00855866 -0.0151093 0.0185522 0.999677
6.568 5.73458 0.407837 -0.156974 -0.00858259 -0.0150687 0.0185552 0.999677
6.569 5.73451 0.407772 -0.156964 -0.00860666 -0.0150283 0.0185583 0.999678
6.57 5.73445 0.407707 -0.156954 -0.00863086 -0.0149878 0.0185614 0.999678
6.571 5.73439 0.407643 -0.156942 -0.00865518 -0.0149475 0.0185645 0.999678
6.572 5.73432 0.407579 -0.15693 -0.00867962 -0.0149072 0.0185675 0.999679
6.573 5.73426 0.407515 -0.156918 -0.00870418 -0.014867 0.0185706 0.999679
6.574 5.73419 0.407451 -0.156905 -0.00872884 -0.0148269 0.0185737 0.999679
6.575 5.73413 0.407388 -0.156891 -0.0087536 -0.0147869 0.0185769 0.99968
6.576 5.73406 0.407325 -0.156876 -0.00877847 -0.014747 0.01858 0.99968
6.577 5.734 0.407262 -0.156861 -0.00880342 -0.0147071 0.0185831 0.99968
6.578 5.73393 0.407199 -0.156846 -0.00882845 -0.0146673 0.0185862 0.999681
6.579 5.73387 0.407137 -0.15683 -0.00885357 -0.0146277 0.0185894 0.999681
6.58 5.7338 0.407075 -0.156813 -0.00887876 -0.0145881 0.0185925 0.999681
6.581 5.73373 0.407013 -0.156795 -0.00890402 -0.0145486 0.0185957 0.999682
6.582 5.73367 0.406952 -0.156778 -0.00892934 -0.0145093 0.0185989 0.999682
6.583 5.7336 0.406891 -0.156759 -0.00895472 -0.01447 0.018602 0.999682
6.584 5.73353 0.40683 -0.15674 -0.00898015 -0.0144308 0.0186052 0.999682
6.585 5.73346 0.40677 -0.15672 -0.00900563 -0.0143917 0.0186084 0.999683
6.586 5.73339 0.406709 -0.1567 -0.00903114 -0.0143528 0.0186116 0.999683
6.587 5.73333 0.406649 -0.15668 -0.0090567 -0.0143139 0.0186148 0.999683
6.588 5.73326 0.40659 -0.156658 -0.00908228 -0.0142752 0.018618 0.999684
6.589 5.73319 0.40653 -0.156637 -0.00910788 -0.0142366 0.0186212 0.999684
6.59 5.73312 0.406471 -0.156615 -0.00913351 -0.0141981 0.0186244 0.999684
6.591 5.73305 0.406412 -0.156592 -0.00915915 -0.0141597 0.0186277 0.999684
6.592 5.73298 0.406354 -0.156569 -0.0091848 -0.0141214 0.0186309 0.999685
6.593 5.73291 0.406296 -0.156545 -0.00921045 -0.0140833 0.0186341 0.999685
6.594 5.73284 0.406238 -0.156521 -0.0092361 -0.0140452 0.0186374 0.999685
6.595 5.73277 0.40618 -0.156497 -0.00926175 -0.0140074 0.0186406 0.999685
6.596 5.7327 0.406122 -0.156471 -0.00928754 -0.0139696 0.0186439 0.999685
6.597 5.73263 0.406065 -0.156445 -0.00931347 -0.0139319 0.0186472 0.999686
6.598 5.73256 0.406009 -0.156418 -0.00933955 -0.0138943 0.0186505 0.999686
6.599 5.73249 0.405952 -0.15639 -0.00936575 -0.0138568 0.0186537 0.999686
6.6 5.73242 0.405896 -0.156361 -0.00939208 -0.0138194 0.0186571 0.999686
6.601 5.73234 0.40584 -0.156332 -0.00941854 -0.0137822 0.0186604 0.999687
6.602 5.73227 0.405784 -0.156301 -0.00944511 -0.013745 0.0186637 0.999687
6.603 5.7322 0.405729 -0.15627 -0.00947179 -0.013708 0.018667 0.999687
6.604 5.73213 0.405674 -0.156238 -0.00949857 -0.0136711 0.0186704 0.999687
6.605 5.73205 0.40562 -0.156206 -0.00952545 -0.0136343 0.0186737 0.999687
6.606 5.73198 0.405565 -0.156172 -0.00955243 -0.0135976 0.0186771 0.999687
6.607 5.73191 0.405511 -0.156138 -0.0095795 -0.013561 0.0186805 0.999688
6.608 5.73183 0.405457 -0.156103 -0.00960664 -0.0135246 0.0186839 0.999688
6.609 5.73176 0.405404 -0.156068 -0.00963387 -0.0134883 0.0186873 0.999688
6.61 5.73169 0.405351 -0.156032 -0.00966116 -0.0134521 0.0186907 0.999688
6.611 5.73161 0.405298 -0.155995 -0.00968852 -0.013416 0.0186941 0.999688
6.612 5.73154 0.405245 -0.155957 -0.00971594 -0.0133801 0.0186975 0.999688
6.613 5.73146 0.405193 -0.155919 -0.00974341 -0.0133443 0.018701 0.999689
6.614 5.73139 0.405141 -0.15588 -0.00977093 -0.0133087 0.0187044 0.999689
6.615 5.73131 0.40509 -0.15584 -0.0097985 -0.0132732 0.0187079 0.999689
6.616 5.73124 0.405038 -0.1558 -0.0098261 -0.0132378 0.0187113 0.999689
6.617 5.73116 0.404987 -0.155759 -0.00985373 -0.0132026 0.0187148 0.999689
6.618 5.73108 0.404937 -0.155718 -0.00988139 -0.0131675 0.0187183 0.999689
6.619 5.73101 0.404886 -0.155676 -0.00990907 -0.0131325 0.0187218 0.999689
6.62 5.73093 0.404836 -0.155633 -0.00993676 -0.0130977 0.0187253 0.999689
6.621 5.73085 0.404786 -0.15559 -0.00996446 -0.0130631 0.0187288 0.99969
6.622 5.73078 0.404737 -0.155546 -0.00999217 -0.0130285 0.0187323 0.99969
6.623 5.7307 0.404688 -0.155502 -0.0100199 -0.0129942 0.0187359 0.99969
6.624 5.73062 0.404639 -0.155457 -0.0100476 -0.01296 0.0187394 0.99969
6.625 5.73054 0.40459 -0.155412 -0.0100753 -0.0129259 0.018743 0.99969
6.626 5.73047 0.404542 -0.155366 -0.0101029 -0.012892 0.0187465 0.99969
6.627 5.73039 0.404494 -0.15532 -0.0101306 -0.0128583 0.0187501 0.99969
6.628 5.73031 0.404446 -0.155273 -0.0101582 -0.0128247 0.0187537 0.99969
6.629 5.73023 0.404399 -0.155226 -0.0101858 -0.0127913 0.0187573 0.99969
6.63 5.73015 0.404352 -0.155178 -0.0102135 -0.012758 0.0187609 0.99969
6.631 5.73007 0.404305 -0.155129 -0.0102413 -0.0127249 0.0187645 0.99969
6.632 5.72999 0.404259 -0.155079 -0.0102692 -0.0126919 0.0187682 0.999691
6.633 5.72991 0.404213 -0.155028 -0.0102972 -0.012659 0.0187718 0.999691
6.634 5.72983 0.404167 -0.154976 -0.0103253 -0.0126263 0.0187755 0.999691
6.635 5.72975 0.404122 -0.154924 -0.0103534 -0.0125937 0.0187791 0.999691
6.636 5.72967 0.404077 -0.15487 -0.0103817 -0.0125612 0.0187828 0.999691
6.637 5.72959 0.404032 -0.154816 -0.01041 -0.0125289 0.0187865 0.999691
6.638 5.72951 0.403987 -0.154761 -0.0104384 -0.0124968 0.0187902 0.999691
6.639 5.72943 0.403943 -0.154705 -0.0104668 -0.0124648 0.018794 0.999691
6.64 5.72935 0.403899 -0.154649 -0.0104953 -0.0124329 0.0187977 0.999691
6.641 5.72927 0.403856 -0.154591 -0.0105239 -0.0124012 0.0188015 0.999691
6.642 5.72919 0.403813 -0.154533 -0.0105525 -0.0123697 0.0188052 0.999691
6.643 5.7291 0.40377 -0.154474 -0.0105811 -0.0123383 0.018809 0.999691
6.644 5.72902 0.403728 -0.154415 -0.0106098 -0.012307 0.0188128 0.999691
6.645 5.72894 0.403686 -0.154355 -0.0106385 -0.0122759 0.0188166 0.999691
6.646 5.72886 0.403644 -0.154294 -0.0106672 -0.012245 0.0188205 0.999691
6.647 5.72877 0.403602 -0.154232 -0.0106959 -0.0122142 0.0188243 0.999691
6.648 5.72869 0.403561 -0.15417 -0.0107247 -0.0121836 0.0188281 0.999691
6.649 5.72861 0.40352 -0.154107 -0.0107534 -0.0121532 0.018832 0.999691
6.65 5.72852 0.40348 -0.154044 -0.0107822 -0.0121229 0.0188359 0.999691
6.651 5.72844 0.40344 -0.15398 -0.0108109 -0.0120927 0.0188398 0.999691
6.652 5.72836 0.4034 -0.153915 -0.0108397 -0.0120628 0.0188437 0.999691
6.653 5.72827 0.40336 -0.15385 -0.0108684 -0.012033 0.0188476 0.999691
6.654 5.72819 0.403321 -0.153785 -0.0108971 -0.0120034 0.0188515 0.999691
6.655 5.7281 0.403282 -0.153718 -0.0109258 -0.0119739 0.0188555 0.999691
6.656 5.72802 0.403244 -0.153652 -0.0109544 -0.0119446 0.0188594 0.999691
6.657 5.72793 0.403205 -0.153584 -0.010983 -0.0119155 0.0188634 0.999691
6.658 5.72785 0.403167 -0.153517 -0.0110116 -0.0118866 0.0188674 0.999691
6.659 5.72776 0.40313 -0.153449 -0.0110401 -0.0118578 0.0188714 0.999691
6.66 5.72767 0.403093 -0.15338 -0.0110686 -0.0118292 0.0188754 0.999691
6.661 5.72759 0.403056 -0.153311 -0.011097 -0.0118008 0.0188795 0.999691
6.662 5.7275 0.403019 -0.153242 -0.0111254 -0.0117726 0.0188835 0.99969
6.663 5.72742 0.402983 -0.153172 -0.0111537 -0.0117445 0.0188876 0.99969
6.664 5.72733 0.402947 -0.153101 -0.011182 -0.0117166 0.0188917 0.99969
6.665 5.72724 0.402912 -0.15303 -0.0112105 -0.0116888 0.0188957 0.99969
6.666 5.72715 0.402876 -0.152958 -0.0112389 -0.0116612 0.0188999 0.99969
6.667 5.72707 0.402842 -0.152884 -0.0112675 -0.0116338 0.018904 0.99969
6.668 5.72698 0.402807 -0.15281 -0.011296 -0.0116065 0.0189081 0.99969
6.669 5.72689 0.402773 -0.152735 -0.0113246 -0.0115793 0.0189123 0.99969
6.67 5.7268 0.402739 -0.15266 -0.0113533 -0.0115524 0.0189165 0.99969
6.671 5.72672 0.402706 -0.152583 -0.011382 -0.0115255 0.0189207 0.99969
6.672 5.72663 0.402673 -0.152506 -0.0114107 -0.0114989 0.0189249 0.99969
6.673 5.72654 0.40264 -0.152428 -0.0114394 -0.0114724 0.0189292 0.99969
6.674 5.72645 0.402608 -0.152349 -0.0114681 -0.011446 0.0189334 0.999689
6.675 5.72636 0.402576 -0.15227 -0.0114969 -0.0114198 0.0189377 0.999689
6.676 5.72627 0.402544 -0.15219 -0.0115256 -0.0113938 0.018942 0.999689
6.677 5.72618 0.402513 -0.152109 -0.0115544 -0.011368 0.0189464 0.999689
6.678 5.72609 0.402482 -0.152028 -0.0115831 -0.0113423 0.0189507 0.999689
6.679 5.726 0.402451 -0.151946 -0.0116119 -0.0113167 0.018955 0.999689
6.68 5.72591 0.402421 -0.151864 -0.0116406 -0.0112914 0.0189594 0.999689
6.681 5.72582 0.402391 -0.151781 -0.0116693 -0.0112662 0.0189638 0.999689
6.682 5.72573 0.402362 -0.151697 -0.011698 -0.0112411 0.0189682 0.999688
6.683 5.72564 0.402333 -0.151613 -0.0117266 -0.0112163 0.0189727 0.999688
6.684 5.72555 0.402304 -0.151529 -0.0117553 -0.0111916 0.0189771 0.999688
6.685 5.72546 0.402276 -0.151444 -0.0117838 -0.011167 0.0189816 0.999688
6.686 5.72537 0.402248 -0.151358 -0.0118124 -0.0111427 0.0189861 0.999688
6.687 5.72528 0.40222 -0.151272 -0.0118409 -0.0111185 0.0189906 0.999688
6.688 5.72518 0.402192 -0.151186 -0.0118693 -0.0110945 0.0189951 0.999688
6.689 5.72509 0.402165 -0.151099 -0.0118977 -0.0110706 0.0189997 0.999687
6.69 5.725 0.402139 -0.151012 -0.011926 -0.011047 0.0190042 0.999687
6.691 5.72491 0.402112 -0.150925 -0.0119543 -0.0110234 0.0190088 0.999687
6.692 5.72482 0.402086 -0.150837 -0.0119825 -0.0110001 0.0190134 0.999687
6.693 5.72472 0.402061 -0.150749 -0.0120106 -0.010977 0.019018 0.999687
6.694 5.72463 0.402036 -0.150661 -0.0120386 -0.010954 0.0190227 0.999687
6.695 5.72454 0.402011 -0.150573 -0.0120666 -0.0109312 0.0190273 0.999686
6.696 5.72444 0.401986 -0.150484 -0.0120944 -0.0109085 0.019032 0.999686
6.697 5.72435 0.401962 -0.150395 -0.0121222 -0.0108861 0.0190367 0.999686
6.698 5.72426 0.401938 -0.150305 -0.01215 -0.0108638 0.0190414 0.999686
6.699 5.72416 0.401915 -0.150215 -0.0121778 -0.0108416 0.0190462 0.999686
6.7 5.72407 0.401892 -0.150123 -0.0122056 -0.0108196 0.0190509 0.999685
6.701 5.72397 0.401869 -0.150031 -0.0122334 -0.0107977 0.0190557 0.999685
6.702 5.72388 0.401847 -0.149939 -0.0122613 -0.010776 0.0190605 0.999685
6.703 5.72378 0.401825 -0.149845 -0.0122891 -0.0107545 0.0190654 0.999685
6.704 5.72369 0.401803 -0.149751 -0.0123169 -0.0107331 0.0190702 0.999685
6.705 5.72359 0.401782 -0.149656 -0.0123448 -0.0107118 0.0190751 0.999684
6.706 5.7235 0.401761 -0.149561 -0.0123726 -0.0106907 0.01908 0.999684
6.707 5.7234 0.40174 -0.149465 -0.0124003 -0.0106698 0.0190849 0.999684
6.708 5.72331 0.40172 -0.149368 -0.0124281 -0.010649 0.0190898 0.999684
6.709 5.72321 0.4017 -0.149271 -0.0124558 -0.0106284 0.0190947 0.999684
6.71 5.72312 0.401681 -0.149174 -0.0124835 -0.0106079 0.0190997 0.999683
6.711 5.72302 0.401662 -0.149076 -0.0125112 -0.0105876 0.0191047 0.999683
6.712 5.72292 0.401643 -0.148977 -0.0125388 -0.0105674 0.0191097 0.999683
6.713 5.72283 0.401625 -0.148878 -0.0125664 -0.0105474 0.0191147 0.999683
6.714 5.72273 0.401607 -0.148779 -0.0125939 -0.0105276 0.0191198 0.999682
6.715 5.72263 0.401589 -0.148679 -0.0126214 -0.0105079 0.0191248 0.999682
6.716 5.72254 0.401572 -0.148579 -0.0126488 -0.0104884 0.0191299 0.999682
6.717 5.72244 0.401555 -0.148478 -0.0126761 -0.010469 0.019135 0.999682
6.718 5.72234 0.401539 -0.148377 -0.0127034 -0.0104498 0.0191401 0.999681
6.719 5.72224 0.401523 -0.148276 -0.0127306 -0.0104307 0.0191453 0.999681
6.72 5.72215 0.401507 -0.148174 -0.0127577 -0.0104119 0.0191504 0.999681
6.721 5.72205 0.401491 -0.148073 -0.0127847 -0.0103931 0.0191556 0.999681
6.722 5.72195 0.401476 -0.147971 -0.0128117 -0.0103745 0.0191608 0.99968
6.723 5.72185 0.401462 -0.147868 -0.0128385 -0.0103561 0.019166 0.99968
6.724 5.72175 0.401447 -0.147766 -0.0128653 -0.0103379 0.0191712 0.99968
6.725 5.72166 0.401433 -0.147663 -0.012892 -0.0103198 0.0191765 0.99968
6.726 5.72156 0.40142 -0.147561 -0.0129185 -0.0103018 0.0191818 0.999679
6.727 5.72146 0.401407 -0.147458 -0.012945 -0.0102841 0.0191871 0.999679
6.728 5.72136 0.401394 -0.147355 -0.0129713 -0.0102665 0.0191924 0.999679
6.729 5.72126 0.401381 -0.147252 -0.0129975 -0.010249 0.0191977 0.999679
6.73 5.72116 0.401369 -0.147149 -0.0130237 -0.0102317 0.019203 0.999678
6.731 5.72106 0.401357 -0.147046 -0.0130497 -0.0102146 0.0192084 0.999678
6.732 5.72096 0.401346 -0.146942 -0.0130756 -0.0101976 0.0192138 0.999678
6.733 5.72086 0.401335 -0.146838 -0.0131016 -0.0101807 0.0192192 0.999678
6.734 5.72076 0.401324 -0.146733 -0.0131275 -0.010164 0.0192246 0.999677
6.735 5.72066 0.401314 -0.146628 -0.0131533 -0.0101474 0.01923 0.999677
6.736 5.72056 0.401304 -0.146521 -0.0131792 -0.010131 0.0192355 0.999677
6.737 5.72046 0.401294 -0.146415 -0.013205 -0.0101147 0.019241 0.999677
6.738 5.72036 0.401285 -0.146308 -0.0132307 -0.0100985 0.0192465 0.999676
6.739 5.72026 0.401277 -0.1462 -0.0132564 -0.0100824 0.019252 0.999676
6.74 5.72015 0.401268 -0.146092 -0.013282 -0.0100665 0.0192575 0.999676
6.741 5.72005 0.40126 -0.145983 -0.0133076 -0.0100508 0.0192631 0.999675
6.742 5.71995 0.401253 -0.145874 -0.0133331 -0.0100351 0.0192686 0.999675
6.743 5.71985 0.401245 -0.145764 -0.0133585 -0.0100196 0.0192742 0.999675
6.744 5.71975 0.401238 -0.145655 -0.0133839 -0.0100043 0.0192798 0.999674
6.745 5.71965 0.401232 -0.145544 -0.0134092 -0.00998907 0.0192854 0.999674
6.746 5.71954 0.401226 -0.145434 -0.0134344 -0.00997399 0.0192911 0.999674
6.747 5.71944 0.40122 -0.145323 -0.0134595 -0.00995905 0.0192967 0.999674
6.748 5.71934 0.401215 -0.145212 -0.0134845 -0.00994425 0.0193024 0.999673
6.749 5.71924 0.40121 -0.145101 -0.0135095 -0.00992959 0.0193081 0.999673
6.75 5.71913 0.401205 -0.144989 -0.0135343 -0.00991506 0.0193138 0.999673
6.751 5.71903 0.401201 -0.144878 -0.0135591 -0.00990068 0.0193195 0.999672
6.752 5.71893 0.401197 -0.144766 -0.0135837 -0.00988643 0.0193252 0.999672
6.753 5.71883 0.401194 -0.144654 -0.0136082 -0.00987233 0.019331 0.999672
6.754 5.71872 0.40119 -0.144541 -0.0136326 -0.00985836 0.0193367 0.999671
6.755 5.71862 0.401188 -0.144429 -0.0136569 -0.00984453 0.0193425 0.999671
6.756 5.71851 0.401185 -0.144317 -0.0136811 -0.00983084 0.0193483 0.999671
6.757 5.71841 0.401183 -0.144205 -0.0137052 -0.0098173 0.0193541 0.999671
6.758 5.71831 0.401182 -0.144092 -0.0137291 -0.00980389 0.01936 0.99967
6.759 5.7182 0.40118 -0.14398 -0.0137529 -0.00979062 0.0193658 0.99967
6.76 5.7181 0.40118 -0.143867 -0.0137766 -0.0097775 0.0193717 0.99967
6.761 5.71799 0.401179 -0.143755 -0.0138001 -0.00976451 0.0193775 0.999669
6.762 5.71789 0.401179 -0.143643 -0.0138235 -0.00975167 0.0193834 0.999669
6.763 5.71778 0.401179 -0.143531 -0.0138468 -0.00973896 0.0193893 0.999669
6.764 5.71768 0.40118 -0.143419 -0.0138698 -0.0097264 0.0193952 0.999668
6.765 5.71757 0.401181 -0.143307 -0.0138928 -0.00971398 0.0194011 0.999668
6.766 5.71747 0.401182 -0.143194 -0.0139157 -0.00970166 0.0194071 0.999668
6.767 5.71736 0.401184 -0.143081 -0.0139385 -0.00968946 0.019413 0.999667
6.768 5.71726 0.401186 -0.142968 -0.0139612 -0.00967737 0.019419 0.999667
6.769 5.71715 0.401188 -0.142854 -0.0139838 -0.00966539 0.019425 0.999667
6.77 5.71705 0.401191 -0.14274 -0.0140064 -0.00965352 0.019431 0.999666
6.771 5.71694 0.401195 -0.142625 -0.0140289 -0.00964176 0.019437 0.999666
6.772 5.71684 0.401198 -0.142509 -0.0140512 -0.00963011 0.0194431 0.999666
6.773 5.71673 0.401203 -0.142394 -0.0140735 -0.00961858 0.0194491 0.999666
6.774 5.71662 0.401207 -0.142278 -0.0140957 -0.00960715 0.0194552 0.999665
6.775 5.71652 0.401212 -0.142161 -0.0141178 -0.00959583 0.0194613 0.999665
6.776 5.71641 0.401217 -0.142045 -0.0141397 -0.00958463 0.0194674 0.999665
6.777 5.7163 0.401223 -0.141928 -0.0141616 -0.00957353 0.0194735 0.999664
6.778 5.7162 0.401229 -0.14181 -0.0141834 -0.00956255 0.0194796 0.999664
6.779 5.71609 0.401235 -0.141693 -0.014205 -0.00955167 0.0194858 0.999664
6.78 5.71598 0.401242 -0.141575 -0.0142265 -0.00954091 0.0194919 0.999663
6.781 5.71587 0.401249 -0.141457 -0.0142479 -0.00953026 0.0194981 0.999663
6.782 5.71577 0.401257 -0.141339 -0.0142692 -0.00951972 0.0195043 0.999663
6.783 5.71566 0.401265 -0.141221 -0.0142903 -0.00950928 0.0195105 0.999662
6.784 5.71555 0.401273 -0.141103 -0.0143114 -0.00949896 0.0195167 0.999662
6.785 5.71544 0.401282 -0.140985 -0.0143322 -0.00948875 0.019523 0.999662
6.786 5.71534 0.401291 -0.140866 -0.014353 -0.00947865 0.0195292 0.999661
6.787 5.71523 0.4013 -0.140748 -0.0143736 -0.00946866 0.0195355 0.999661
6.788 5.71512 0.40131 -0.14063 -0.0143941 -0.00945878 0.0195417 0.999661
6.789 5.71501 0.401321 -0.140511 -0.0144144 -0.009449 0.019548 0.99966
6.79 5.7149 0.401331 -0.140393 -0.0144346 -0.00943934 0.0195543 0.99966
6.791 5.7148 0.401342 -0.140275 -0.0144546 -0.00942979 0.0195606 0.99966
6.792 5.71469 0.401354 -0.140157 -0.0144745 -0.00942035 0.0195669 0.999659
6.793 5.71458 0.401365 -0.140039 -0.0144942 -0.00941101 0.0195733 0.999659
6.794 5.71447 0.401378 -0.139921 -0.0145138 -0.00940179 0.0195796 0.999659
6.795 5.71436 0.40139 -0.139804 -0.0145332 -0.00939267 0.019586 0.999658
6.796 5.71425 0.401403 -0.139686 -0.0145524 -0.00938367 0.0195924 0.999658
6.797 5.71414 0.401416 -0.139569 -0.0145715 -0.00937477 0.0195987 0.999658
6.798 5.71403 0.40143 -0.139452 -0.0145904 -0.00936598 0.0196051 0.999657
6.799 5.71392 0.401444 -0.139336 -0.0146091 -0.0093573 0.0196115 0.999657
6.8 5.71381 0.401459 -0.139218 -0.0146277 -0.00934869 0.0196179 0.999657
6.801 5.7137 0.401474 -0.139101 -0.0146463 -0.00934016 0.0196244 0.999657
6.802 5.71359 0.401489 -0.138983 -0.0146647 -0.0093317 0.0196308 0.999656
6.803 5.71348 0.401505 -0.138864 -0.0146829 -0.00932332 0.0196373 0.999656
6.804 5.71337 0.401521 -0.138746 -0.0147011 -0.00931501 0.0196438 0.999656
6.805 5.71326 0.401537 -0.138626 -0.0147191 -0.00930678 0.0196502 0.999655
6.806 5.71315 0.401554 -0.138507 -0.014737 -0.00929862 0.0196567 0.999655
6.807 5.71304 0.401571 -0.138387 -0.0147548 -0.00929053 0.0196633 0.999655
6.808 5.71293 0.401589 -0.138267 -0.0147724 -0.00928252 0.0196698 0.999654
6.809 5.71282 0.401607 -0.138146 -0.01479 -0.00927458 0.0196763 0.999654
6.81 5.71271 0.401625 -0.138026 -0.0148073 -0.00926671 0.0196829 0.999654
6.811 5.7126 0.401644 -0.137905 -0.0148246 -0.00925891 0.0196894 0.999653
6.812 5.71249 0.401663 -0.137784 -0.0148417 -0.00925119 0.019696 0.999653
6.813 5.71238 0.401683 -0.137663 -0.0148586 -0.00924354 0.0197026 0.999653
6.814 5.71227 0.401703 -0.137542 -0.0148754 -0.00923596 0.0197092 0.999652
6.815 5.71215 0.401723 -0.13742 -0.0148921 -0.00922846 0.0197158 0.999652
6.816 5.71204 0.401744 -0.137299 -0.0149086 -0.00922102 0.0197225 0.999652
6.817 5.71193 0.401765 -0.137177 -0.014925 -0.00921366 0.0197291 0.999651
6.818 5.71182 0.401787 -0.137056 -0.0149412 -0.00920637 0.0197358 0.999651
6.819 5.71171 0.401809 -0.136934 -0.0149573 -0.00919915 0.0197424 0.999651
6.82 5.7116 0.401831 -0.136813 -0.0149732 -0.009192 0.0197491 0.999651
6.821 5.71148 0.401854 -0.136691 -0.0149889 -0.00918492 0.0197558 0.99965
6.822 5.71137 0.401877 -0.13657 -0.0150045 -0.00917791 0.0197625 0.99965
6.823 5.71126 0.401901 -0.136449 -0.0150199 -0.00917097 0.0197692 0.99965
6.824 5.71115 0.401925 -0.136328 -0.0150352 -0.0091641 0.0197759 0.999649
6.825 5.71104 0.401949 -0.136207 -0.0150503 -0.0091573 0.0197826 0.999649
6.826 5.71092 0.401974 -0.136086 -0.0150652 -0.00915057 0.0197894 0.999649
6.827 5.71081 0.401999 -0.135966 -0.01508 -0.00914391 0.0197961 0.999648
6.828 5.7107 0.402025 -0.135845 -0.0150946 -0.00913731 0.0198029 0.999648
6.829 5.71059 0.40205 -0.135725 -0.015109 -0.00913079 0.0198097 0.999648
